      phi1         Phi        phi2
   218.668     148.525     200.882
   110.982     152.269     127.361
   145.297     106.066     48.6363
   96.9085     158.961     256.013
   158.177     105.009     200.998
   135.606     64.8883     230.882
   211.913     63.3074      162.11
    103.84     85.3611     320.593
   281.783     100.145     38.3211
   214.978     123.975     83.5588
    327.36     139.071     99.6225
    272.52     104.856     226.538
   43.1554     124.849     60.9514
   73.0612     44.5354      41.952
   228.102     83.2769     280.379
   171.407       167.5      61.834
   33.7514     70.0816     14.9502
   82.8218       141.2     3.44101
   304.372     13.2634     32.3655
   93.0442      111.98      262.01
   216.191     151.972     88.8328
   75.0406     99.5662     33.5966
    322.19     112.246     56.0671
   191.476     43.4215     168.311
   274.097     86.7278     190.197
   184.645     50.0683     148.064
   165.736     121.957     138.522
   200.812     88.6291     340.158
    184.39     91.8481     38.4756
   35.9226     92.8325     213.626
   142.345     118.995     168.515
   280.842     95.6849     93.7292
   79.4247     96.1574     283.858
   39.3794     129.889     175.598
   115.097     89.9648     193.489
   159.623      118.18     335.089
   37.8149     53.9127     32.5103
   164.012     118.612     329.684
   152.196     145.554     126.668
   96.3953     54.8867     112.999
   143.088     72.7734     222.242
   244.024     146.705     115.092
   3.23498     108.528     325.131
   311.924     142.872     132.582
   255.564     148.853     156.777
   320.973     83.2861     228.428
   49.2971     30.8609     321.854
   114.862     148.701     64.3503
   23.3461     26.9923      318.88
   312.613       122.9     160.857
   60.8116     49.4053     359.694
   160.963     148.832     118.641
   233.924     72.0506     264.072
   84.0554      35.899     135.413
   115.512     59.9518      136.13
   335.343     107.602     311.812
   15.2268     79.8127     267.881
   161.676     101.329     208.206
   84.6369     64.3786     1.57295
   4.12823     83.3832     315.971
   116.648     151.902     139.116
    53.026     59.7323     198.843
   45.9895     124.201      214.37
   39.3545     95.8074     224.906
   132.088     125.828     202.652
   257.877     93.2435     284.722
   283.465     80.7239     40.9194
   96.3996     88.6777     87.3364
   208.508     80.3017     320.649
   197.678     102.111     258.958
   289.505     84.4483     328.441
    243.81      96.901     5.83791
   23.2942      121.34     148.186
   305.669     52.8691      307.03
   150.132     88.9601     306.039
   346.468     94.9195     127.124
   82.6031     35.2331     53.7594
   195.902     132.715     14.9843
   200.888     83.8242     319.538
   69.7413     100.508     249.813
    300.14     18.4252     245.413
   212.749     92.1627     291.122
   111.335     104.366     24.2431
   182.865     98.4424     323.857
    247.56     123.476     129.776
   2.16158     116.401     261.061
   86.8461     100.361     127.215
   61.2669     155.301     106.405
   349.141     108.727     340.737
    213.86     80.5282      123.01
   219.453       14.78     18.7177
   338.809      107.75     127.833
   112.397     58.3272     241.246
   287.336     56.4347      239.24
   117.673     72.8459     149.678
   233.427     69.6639     329.173
   261.523     118.907     26.5561
   183.643     139.952     302.017
   148.832      93.712     208.271
   16.0005     127.739     24.9287
   97.5538     140.543     259.652
   277.813     46.8453      4.4075
   237.793     142.989     64.3124
   262.463     104.149     198.366
   317.091     52.5795      119.78
   105.621     84.7355     358.236
   57.4717     45.3989     237.867
   202.351     60.1985     280.547
   306.717     5.96697     238.466
   119.743     42.2465     309.233
   329.345     153.614     232.657
   171.536     119.605     253.081
   46.0118     92.6879     337.161
   316.661     159.995      110.45
   256.555     24.4564     106.045
   73.8786      65.952     13.4579
    105.61      97.955     48.0707
   148.938     71.9788     239.894
   169.853     72.3697     184.004
   194.149      95.451     144.709
   275.269     69.1015     25.7857
    209.86     68.0195     211.101
   138.075     93.5547      14.658
   107.724     44.3274     282.337
   185.397     59.3932     163.321
   340.694      160.36     74.4923
   2.08649     83.3096     42.8292
   313.196     116.569     302.134
   354.319     102.388     46.7935
   169.579     15.6015     41.2261
   127.747     93.2641     36.9643
   331.019     23.1125     350.692
   239.399     65.1765      326.64
   19.5126      98.345     202.833
   84.2073      91.169     140.589
   316.808     156.669     237.208
   66.1963     102.568     259.095
   76.1274     90.7784     282.598
   4.59437       166.8     220.367
   167.618     126.956     290.052
   126.634     38.5066     145.422
   263.716     41.6632     278.365
   293.581     48.9226     329.676
   93.2336     111.968     58.4207
   5.31318      111.27     181.214
   143.812     70.0826     77.4337
   303.804     76.3433     107.995
   73.9515     129.441     207.893
   180.605     136.938     82.7849
   42.0741     68.9553     201.507
    125.19     40.0746     197.014
    298.48      85.211     99.6435
   58.0899     72.7272     297.596
   349.319     18.7417     20.8437
   348.852     61.0907     298.701
   31.6275     154.118     114.812
   176.085     32.5978     165.828
   300.145     83.2441     5.01176
   65.4882     150.265     78.4149
   125.108     90.2025     334.172
   71.9828     132.985     84.6233
    213.59     59.9838     292.302
   98.4186     81.7924     161.031
   312.258     26.2369     8.75947
   176.603     68.4969     337.808
   123.143      36.121     278.181
   299.658     63.7331     221.642
    111.04      116.56     42.8144
   74.5416     149.063      190.09
   36.6039     59.2283     88.5823
   251.143     42.4937     5.65785
   149.952     173.822     114.477
   203.816      120.81     313.536
   311.961     104.598     148.538
   42.2224     40.4938      54.637
    259.89     119.662      179.38
   257.142     87.9284     17.9998
   132.271     56.0781     272.297
   126.289     108.489     134.605
   47.9088      105.17     105.487
   14.1189     121.058     92.6346
   144.191     71.9743       265.7
   8.84003     124.806     160.481
   41.2022     148.263      338.82
   52.0897     77.0253     350.432
   282.461     90.4811     145.404
        91     82.8759     292.299
    51.102     127.939     280.893
   115.772     105.049     326.729
   15.2801     37.8397     79.7824
   159.833     98.2164     169.487
   144.285     159.923     230.735
   32.4502     15.2865     243.666
   306.292     172.643     257.623
   229.338     48.4905      262.98
   193.471     116.055      180.54
   287.353     175.269      322.92
   247.254     141.598      72.363
   31.5623     43.5549     279.133
   182.271     66.3021     45.3399
   157.757     109.987     86.1825
   40.1989     122.678     320.896
   269.887     71.9254     329.896
   304.275     49.5971     175.241
   260.061     117.179     274.151
   269.925     153.677      44.322
   340.378     92.8202     88.9582
   106.344      58.086     300.679
   11.5743     95.1748     115.077
   95.2275     43.0852     116.442
   137.778     142.656     83.7738
   333.071     79.1648     71.0401
   304.842     92.9111     315.329
   37.5493     62.4105     246.306
   247.659     109.776     324.829
   224.391      20.007    0.649039
   61.1688     52.8771     37.9074
   55.7168     114.887     186.391
   354.808     162.668     6.49234
   9.09235     40.2308      172.44
    57.491     95.3225     162.813
   159.325     106.368     343.244
   154.371     53.3528     142.216
   233.519     65.6434     242.673
   249.028     117.613     49.5643
   157.751     85.5056     176.788
   84.0123     17.6387     105.991
    273.95     90.0786      108.95
   214.073     53.1042     271.008
   76.5684     126.325     179.567
   335.551     98.9634     283.218
   141.794      122.56     359.634
   155.593     57.6347     81.5967
   287.239     77.1374     144.196
   67.5573     153.926     123.991
   99.8442     37.0584      194.05
   292.765     87.4388     23.4546
   301.747     73.9046     239.677
   48.2881     158.712     109.582
   169.192      86.059     350.244
   214.416     162.419     57.5299
   156.187     129.917     45.7693
   294.994     87.6149     58.0175
   104.333     46.5054     101.885
   52.4081     31.4941     188.898
   137.696     96.8756     344.977
   211.762     36.3057     254.697
   85.4211     43.3158     141.795
   125.683     95.4056     234.201
   294.843     87.4631     214.365
   185.789      125.53      6.5272
   159.048     57.0222     173.735
   88.6671     160.966      246.03
   234.736     110.866     124.063
   176.804      103.03     13.4844
   268.721     44.5303     318.667
   54.2121     109.702      298.32
   31.7362     72.7243     326.959
   331.201     40.8329     59.6433
   252.882     120.371     61.6029
   101.879     122.647     27.7343
   59.8914     84.3117     55.2478
   280.099     57.4482     345.348
   62.4205     111.427     276.799
   264.058      61.933     256.805
   34.9385     63.0352     17.7451
   270.046     95.0647     217.468
   54.5512     144.798     99.8474
   44.8283     15.7735     334.865
   357.911     145.696     174.868
   187.949     125.711     26.4639
   338.231     52.7974     60.6018
   70.8343     84.3309     185.775
   44.2635     115.012     341.079
    288.09     100.444     121.055
   69.5918     73.1498     170.346
   185.388     44.5629     163.941
   148.787     87.3656     144.578
   335.264     29.6148     223.328
   287.482     83.6959     229.956
   5.12282     85.9926      154.18
   113.156      137.47     112.616
   245.332     17.0894     215.364
   127.369     60.9276     233.888
   317.592      53.945     322.939
    275.07     29.2034     157.238
   190.665     151.163     144.656
   169.504     157.254     182.713
    90.669     78.3814     346.227
   168.131      6.4507     60.0966
   30.4462     111.068     315.182
    327.57     153.319     89.0322
   321.158     109.665     270.054
   335.214     133.153     87.9967
   98.6541     109.034      216.37
   103.316     85.4657     184.531
   296.756     48.8342     189.796
    6.9047     115.419     228.051
   161.457     36.3785     186.694
   325.919     108.522     359.897
    203.14     113.435     357.394
   62.2321     114.373     70.8139
   89.5549     153.934     344.156
   273.169     40.1509     204.758
   202.305      45.049     125.742
   283.052     88.2768      356.39
   190.383     48.3453     44.2686
   112.284     161.538      278.57
   233.577     147.236     240.731
   211.275     18.1652     67.6289
   77.3126     121.557     291.176
   63.1193     144.185     330.435
   9.83074     105.937     301.444
    6.2626     38.9264     274.161
   81.0437     93.4205     20.7211
   86.6288     126.852     188.735
   306.445     139.221     18.5226
   13.7832     125.384     234.593
   336.606     139.232     266.327
   110.555     85.5962     196.077
   153.385      102.15     218.498
   355.544     50.6855     76.6671
   63.1563     50.3161     205.684
   347.452     108.822     133.016
   11.1258     67.4108     320.254
   230.139     109.593     341.722
   31.2958       70.71      329.14
   50.2635     119.376     28.4549
   282.076     170.511     145.864
   97.0073     113.638     48.7264
   323.122     16.5485     161.011
   145.488     140.204     45.2682
    21.515     78.6626     31.1287
    42.827     126.528      143.75
   335.861     80.1879     320.708
   122.896     64.3987     239.176
   308.276     124.995     104.678
   112.877     46.7772      324.08
   75.5926      15.895     207.965
   175.304      86.626      104.98
   302.033     28.2781     82.1863
   274.746     55.9418     206.822
   11.6358     134.735     353.665
    119.94     69.8541     268.595
   207.264      64.313     243.919
   296.076     93.0563     185.262
    311.93     20.2496     254.357
   330.696     97.1946     303.169
    100.33     31.1982     130.701
   197.497     43.8184     259.834
   256.384     108.295     151.856
     51.33       107.6     18.1348
   314.291     100.301     337.417
   132.313     88.4476     299.908
   144.375      111.35     172.546
   238.431     142.109     281.127
    130.33     112.805     86.6118
   13.3365     61.9062     171.432
    75.601     86.2679     186.183
   2.96788     140.634     260.732
   287.465     120.421     296.013
   317.086     119.086     166.164
   92.1871     135.615      144.92
   243.608     101.191     296.815
   75.5774     66.7048     77.8139
   309.328     36.0734     90.9993
   322.004      24.275     62.9025
    221.93     91.8941     296.674
   105.365      80.155     284.171
   210.793     60.8509     345.343
   358.575     108.385     80.4792
   276.309     67.9734     96.6011
   25.0544      83.932     198.214
   123.206     134.394     199.127
    299.97     94.1105     118.787
   19.2699     40.7767     249.176
    50.521     66.0856       28.38
   111.698     93.1723     332.892
   266.439     133.946     139.941
   334.769     59.9373      133.74
   209.887     89.8392     353.474
   131.809     90.5567     18.4388
   170.805     50.8055     103.815
   4.75323       125.9     298.783
   280.165     173.955     354.526
   82.7521     54.6954     352.805
   210.678     60.7475     328.183
   273.082     104.615     101.427
   335.397     165.718     170.299
   176.376      3.0729     232.372
   320.398      72.138     331.025
    287.37     131.139     98.3816
   3.57019     75.6523     131.708
   7.87339     9.91146     286.289
   205.681     139.244     240.232
   282.875     114.367      45.501
   337.131     80.3146     220.819
   147.775     32.9844     303.389
   210.109     158.465     327.772
   66.9259     56.9188     131.384
   94.2227     111.864     172.922
   114.356     127.708     69.3853
   168.184     88.8743     284.251
   47.2092     99.8692     141.499
    165.18     29.9337     122.629
   123.625     42.0392     194.964
   120.043     48.1795      279.21
   162.842     123.262     311.433
   92.6775     112.438     346.605
    55.297      141.04     110.305
   237.751     70.6371      264.77
    14.742     123.892      37.647
   200.355     135.227    0.717917
   26.5317     89.3326     254.399
   78.5772      53.677     223.404
   35.5086     38.8208     58.2417
   297.439     71.1866     131.272
   156.982      26.073     100.174
   275.164     98.0548     314.616
   20.6035     115.171     135.305
   132.748     107.609     124.595
   125.481     124.811     21.1667
    124.66     167.622     1.02785
   253.294      27.221     282.254
   337.045     103.249     99.2503
   347.002      121.35     135.408
   304.627     35.1621      30.349
   63.8398     86.7923     268.173
    227.78     50.4024     79.7044
    177.31      95.053     148.291
   176.316     61.9631     152.782
   36.5316     81.4804     203.026
   239.574     160.985     143.082
     355.3     142.851     130.547
   74.0958     120.723     175.017
   216.598     167.879      181.16
   77.8149     159.657     171.143
   333.702     99.9769     115.013
   329.969      160.84     286.276
   88.3115     115.893     42.7402
   74.5606     77.4141     148.449
   75.7113     64.9026     1.32092
    295.04     112.659     156.461
   43.1191     49.0988     323.237
   167.317     159.461     291.263
   159.436     75.7723     152.234
    84.127     34.5316     325.458
   339.391     135.001     42.9356
   323.313      131.11     11.3556
    220.47     78.0853     295.043
   295.452     87.6581     3.19629
   121.615     70.2007      2.7455
   61.8154     16.7356     46.2222
   38.0729     87.1897     258.128
   69.9779     78.3511     28.8612
   209.634     46.4373     123.264
   155.522     144.281     300.525
   292.579     148.541     290.274
   292.195     120.122     229.999
    212.25      64.152     22.7566
   28.0776      100.73     178.338
   156.315      140.11     107.223
    40.001      111.88     178.827
   186.052     130.992     230.261
   311.102     163.437     335.871
   192.017     124.064     220.916
   246.246     59.3054     164.041
   207.593     10.4708     284.264
   352.356     122.245     199.028
   91.6425     50.4687     315.492
    105.52     122.707     162.269
   149.568     54.0017     230.605
   343.476     172.935     73.0906
   344.291     102.498     99.5584
   106.951     72.2328     216.756
   247.339     53.3017      309.27
   344.584     73.6595     172.316
   213.583     92.0004     295.439
   129.552     136.287     91.2551
   290.147     27.3445     322.907
   215.953     65.8639     353.506
   64.1514     149.649      87.532
   192.476     164.362     279.977
   157.475     40.1308     141.907
   202.393     167.022     12.9618
   21.3405     36.3697     13.9034
   99.3265     85.3777     253.317
   282.642     152.009     89.7837
   315.931     102.398     297.802
   238.351     80.7126     174.311
   12.9815     100.798     333.465
    259.99     84.9062     220.458
   310.798     8.82766     349.563
   183.108     38.7674     323.053
   58.0432     115.168     22.4399
   203.904     120.852     215.501
   56.7943     91.7959     275.127
    208.37     107.268     194.937
   58.2939     128.981     227.325
  0.733564     91.9851     210.155
   271.199     132.859     352.875
    103.56     74.3806     164.745
   89.7704      108.18      80.778
   196.104     124.862     45.9717
    249.04     163.606      223.93
   215.131     142.747     112.046
    2.4556       107.8     295.654
   202.694     70.5428     108.939
   55.9737     33.9206    0.832734
   4.58196     54.3311     32.4031
   324.918      69.281     86.4568
   267.086     60.5793     89.8466
   351.695     102.669     330.746
   135.625     115.824     286.554
   183.965     68.5214     323.936
   224.037     111.277     159.702
   71.6611      27.584     304.044
   200.364     52.6708     308.639
   117.562     23.3034      214.45
   156.282     97.5976     98.1058
   248.633     62.2709     158.123
   171.961     125.103     5.44136
   20.2288     122.871     161.837
   298.218     97.8944     212.688
   301.111     60.0545       181.5
   41.8477     137.756     37.0158
   333.648     139.307     50.5669
   170.736     64.6689     103.922
   343.367     49.8179     313.647
   292.451     66.5741     260.107
    99.753     106.722     1.93841
  0.806434     63.4516     117.428
   157.527     153.973     36.7212
   230.586     120.889     15.4693
    296.69      32.906     335.041
   271.948     69.5612     310.218
   304.951     72.0785     14.5165
   175.106     54.0252      203.67
    326.32     93.7467     313.998
   227.884      40.252     223.845
   257.082     55.3275     190.345
   3.91554      99.118     147.409
   280.769     106.905     356.853
   98.9015      57.436     67.3218
   139.544     129.666     44.6291
   201.259     49.0013     328.927
   160.984     94.3205     270.781
   54.5281      169.26     347.108
   133.835     79.9783     197.947
   23.9256     95.6674     86.6063
   149.488     110.574     55.2522
   41.4813     79.6739     260.598
   43.3753     46.0815     244.489
   309.767     104.237     171.029
   273.719     42.2153     127.026
   229.921     28.0647     199.121
   348.613     109.674     343.463
   89.9037     44.9079     134.886
     321.3     76.7061     254.155
   195.107     29.2486      351.81
   146.452     46.9335     140.984
   209.552      131.46      36.845
   276.587     144.241     244.747
   329.079     96.2761     206.233
   15.1823     129.999     218.698
   144.925     91.5347     305.096
   1.90704     77.4633       167.6
   124.531     94.5256     83.8205
   240.309     69.6243     341.454
   53.1748     141.461     358.298
   17.8235     54.5146     228.459
   197.749      80.503     203.573
   233.795     119.712     105.151
   28.6139     123.477     287.926
   60.2283     140.247     301.191
   205.818     122.744      123.31
   146.399     122.537     214.298
   263.184     100.389     255.149
    283.68     59.8669     7.82425
    274.59     159.319     296.194
   105.676     129.239     307.762
   122.052     68.5718     94.9297
   20.2011     62.8533     251.062
   212.307     82.1185     208.956
   265.359     140.648     347.832
   241.426     73.6351     240.672
   239.788     119.497     157.488
   76.7599     63.4941     141.016
   97.5169     96.0017     134.854
   37.1725     82.6132     341.583
   269.655     19.7388     256.608
   256.637     24.5687     16.5407
   343.229      94.799      155.34
    266.88     62.2436     332.584
   323.537     125.164     300.883
   40.4295     129.305     210.341
   176.751     98.0314      120.49
   24.6828     106.885     165.924
   50.1158     131.279     85.0847
   37.3222     70.7376     349.142
   60.9289     73.9463     310.249
   102.839     67.2566      230.37
   5.34543     55.0962     323.857
   30.0955     122.835     197.107
   344.911      151.92     259.653
    359.84     67.6932     133.324
   102.481     90.5402     157.848
   135.848     97.6274     214.431
   140.207     99.2384     81.5156
   39.8105      35.679     327.002
   325.524     92.5751      285.17
    323.94     34.4836     91.1266
   186.981     70.6812     241.714
   287.711     121.811      88.201
    83.323     78.4968     287.977
   149.402     125.613     357.874
   243.433     78.8607     37.1383
   177.077     67.3152     347.977
    215.19     72.5975     148.132
   111.108     51.1838     56.8305
   81.5713     63.0348     196.923
   124.737     113.863     152.482
   211.976     88.3024     135.894
    185.86     136.751     192.549
   15.7709     74.8129     238.898
   345.866     54.8111     235.469
   320.706     147.467       144.2
   320.617     76.1355     91.4217
   32.3744     160.109     306.177
   220.319     148.749     49.2337
   302.276     81.8812     299.952
   65.7601     68.7257     220.969
   119.196     124.774     252.075
   10.9159     38.4811     17.1706
   145.082     59.4849     65.0629
   129.671     67.9567     144.919
   108.783     124.041     269.611
   295.833      35.847     97.6907
   337.835     63.2668     174.726
   60.2422     27.1749     8.13316
   343.132     62.0822     321.198
   138.881       148.4     288.217
   273.476     129.743     55.3839
   198.375     131.424     330.673
   350.327     121.391     11.0709
    150.32     106.862     62.9705
   313.965      87.157     231.022
   312.378     144.316     26.6156
   240.291     139.448      330.26
   207.446     108.444     262.364
   11.4598     152.817     163.061
   298.808     68.6799     268.494
   298.732      42.835     105.606
   124.883     127.289      79.029
   180.525      40.559     184.296
   344.734      82.122     333.823
   102.218     27.6214     141.462
   349.699     47.9393     264.809
   52.6728     79.1172      333.57
   189.174     28.7372     352.855
   10.0523     66.8797     27.5509
   196.671     45.3473     315.963
   170.368     74.2133     167.457
   177.361     110.633     124.231
   74.1956     130.522     94.0726
   287.637     127.759     332.285
   196.201     17.9917     243.529
   335.067     105.562     227.044
   111.049     105.309     106.817
   83.5203     105.865     193.847
   320.199     91.3115     154.822
   116.466      117.62     194.651
   313.517     143.442     185.999
   272.452     145.885     147.919
   350.857     108.224     8.95454
   261.434     77.8523      177.39
   115.183     95.1942     237.703
   145.135     83.5411     322.365
   146.516      125.37      56.817
   207.647     7.77529     108.404
   27.2171     98.6268     189.679
   66.9985     115.261     178.889
   296.352     105.766     246.143
    275.53     52.5418     177.991
   38.1769     96.2429     330.325
   236.944      43.601     134.471
   140.462     27.4226     203.798
   127.641     108.621     334.815
   250.524     160.769     11.8977
     264.5     107.459     276.265
   269.766     30.9275     172.543
   339.464     121.254     26.1177
   157.329     66.4426     283.576
   283.654     80.9757     226.016
   241.659     135.087     75.5757
   29.9266     51.1897     351.314
   280.626      125.46     338.883
   44.2336         155     279.849
   256.604     36.3574     329.141
   196.288     146.408     113.401
   244.557     94.0423     104.173
   316.031     42.0317     330.052
   116.443      75.558     333.214
   280.241     155.778     351.192
   126.162     93.3815     311.332
   47.2274     69.4351     237.106
   42.9786     104.239     34.2378
   166.604     55.2527     258.365
   135.546     56.5498     168.368
   228.998     9.19505      164.27
   216.104     2.42548     280.442
    126.86     52.3304     248.193
   300.166     80.7858     52.0108
   93.7415     60.3717     72.2559
   32.8246     58.7378     147.457
   261.306     80.7735     339.028
   126.834     103.529     82.6986
   242.737     106.225     19.1325
   127.385     104.698     156.947
   50.3437     52.3208      59.503
   13.9473     53.2499     311.546
   24.6437     15.8376     349.964
   143.037      49.306     347.558
   68.1277     163.313     290.608
   218.427     81.8825     203.818
  0.791936     71.6749      254.49
   339.923     76.9425     203.152
   263.413     128.873     193.565
   73.0416     128.125      192.35
    169.01     88.6418     347.304
   123.115     116.988     94.6814
   268.109     97.6456     11.3277
   209.255     61.5638     187.325
   225.017     164.075     186.213
   71.3292      60.447     112.346
   212.644     70.4779     65.7219
   310.131     90.2765     127.742
   101.441     48.4534     84.1667
   106.663     114.059     7.64897
   5.47359     159.646      10.113
   357.838     150.411     7.39431
   48.9334     118.144     25.8038
   211.123     43.9351     235.773
   9.12345     104.288     334.611
   330.436     39.0066     264.193
   7.03586     51.6487     322.088
   92.4533     41.7692     58.8161
   180.413     54.8592     57.9832
   291.061     98.7653     357.174
   313.449     115.634     129.581
   22.6303     146.421     196.173
   22.5856      33.124     93.1676
   311.985     79.0879     163.133
   290.292     92.8468     299.499
   260.981     87.1543     359.075
   287.793     58.4961     74.0139
   91.4674     94.6186     25.4929
   154.002     73.2331     28.0448
   82.3844     98.3111     171.565
   253.219     160.484     16.3848
   325.735      120.98     325.331
   9.11552      57.691     177.049
   96.8155      147.26     312.835
   160.524     68.2485     195.145
   324.515     142.397     158.844
   102.013     109.494     212.601
   260.137     145.158     238.881
    234.81     85.7464     220.083
   251.121     92.0646     71.4794
    243.28     50.6864     39.4318
    121.36     148.613     42.1183
   184.362     47.2494     38.8917
   306.889     149.304         244
   73.0772      160.26      359.82
   278.109     87.8289     46.3693
   172.205     62.9291      124.17
   5.40195     128.444     149.563
   63.7964     135.734     33.2771
   147.966      122.08     95.6439
   164.651     96.7118     331.365
    257.28     61.9315      253.55
   348.552     151.124     232.838
   38.5399      125.22     312.925
   14.4153     163.982      213.41
   87.0286     78.0231     300.347
   20.7703     90.4837      242.33
    92.005     92.9371     170.883
   16.9971     100.346     229.659
    251.94     56.9658     262.781
   192.458     28.5939     93.9591
    245.28     109.019     124.917
    307.26      53.795     79.6884
   307.563     46.6149     272.066
   166.898     68.9275     39.1947
   91.9721     129.123     83.1156
   285.148     111.452     46.6421
   120.891     12.6386     302.015
   348.319     72.0719     7.78577
   133.478      141.07     177.758
     264.1     112.453     135.451
   109.756     159.141     78.0985
   117.831     112.475     203.425
   4.78034     42.2409     324.704
   114.653     143.703     115.294
   160.023     103.588      302.07
   109.444     106.306     64.3122
   198.439     18.7718     116.008
   111.537     47.5044      2.0787
    59.697     62.8221      189.07
   104.529     55.1516     121.999
    38.987     35.6772     93.6582
   181.488     102.318     246.549
   176.314     83.3961     14.9373
