      phi1        Phi       phi2
   345.875    77.0728    79.7504
   204.278    129.969    225.779
   109.506    48.5959    195.166
   140.329    4.06831    288.628
   7.72291    74.2259    132.844
   36.1428     55.816    99.1816
   35.9201    87.9133    215.225
   349.357    159.668     39.559
   345.011    101.541    308.349
   146.387    84.5226     78.068
   21.8602    149.091    158.829
    138.17    88.1211    217.768
   137.817    91.6659    45.0041
   214.522    147.394    13.8864
   4.12846    128.733    89.2184
   165.892    136.126    143.472
   123.222    91.6049    54.6495
   238.957    61.1378    28.3549
   36.4079    87.4492    137.457
   123.202    56.8533    239.965
   131.182    107.545    269.376
   274.299    128.204    302.548
   236.889    129.607    356.345
   255.337    62.9188    90.0788
   355.702    157.546    66.9618
   51.0426    111.912    114.728
   8.85987    130.766    30.3514
   115.885     104.54     20.179
   254.532    107.434    319.215
   150.671    140.097     214.94
   73.3646    19.6076    332.587
   148.426    158.525    168.754
   112.136    127.974    76.4211
   295.454    74.8419    118.147
   138.489    110.842    35.4827
   294.869    149.953    54.0026
   326.836    123.844    208.896
   153.479    114.748    61.7762
   165.677    130.503    245.251
   128.523    129.647    109.541
   143.094    111.708    358.451
    268.32    60.4114    133.964
   124.945    58.0039    213.149
   295.613    73.8444    57.2292
   32.5824    67.8453    79.6747
   176.483    100.162    338.025
   254.333    92.1415    342.036
    172.95    105.757    146.737
    275.24    90.5109    143.097
    330.92    140.226    84.2902
   175.462    100.855    41.8087
   1.34279    27.6223    160.358
   230.735    153.694    100.328
   76.9977    112.258    202.448
   271.589     89.434    253.166
   86.0826    61.4476    26.0784
    107.72    156.451    152.304
   299.963    41.9129    177.324
   335.375    100.352    36.7996
   140.669    55.0513    355.922
   260.455    152.895    52.3015
   327.756    163.764    1.61879
   186.552    127.846    100.887
   253.046    90.1319    56.8094
   276.501    145.365    55.4369
   27.5934    171.285    346.492
   92.1915    75.4806     53.683
   333.303    126.034    106.901
   181.214     69.511    211.611
   85.0378    132.389    154.931
   352.371    162.459    67.8405
   190.777    57.2525    267.226
   187.449    57.7499    75.6191
   285.568    60.9631    43.1781
   159.706    70.4202    274.337
   246.003    17.5786    128.028
     174.6    42.6043    259.862
   292.099     91.914    101.701
   5.24583    95.2821    222.704
    344.13    18.0262    124.681
   82.2399    87.4578    174.226
   300.104    113.007    92.2305
   242.141    61.9366    228.022
   359.968     88.177     239.66
   186.766    147.691    88.4993
   321.657    62.9777    227.516
   69.8411    34.8715    132.237
   233.295    56.6049    118.191
   249.592    42.7756    309.467
   157.992    46.3069    294.255
   161.252     36.447    157.523
   329.868    67.1688    75.0341
   156.876    72.5621    323.669
   313.333     68.288    359.658
   343.546    130.391    116.572
   65.3054    133.106    287.537
   214.033    94.8118    146.179
   138.476    12.3116    185.235
   72.6187    119.846      35.82
   297.782    66.4762    43.2138
   105.658    79.6715    322.447
   338.515    60.5672    30.4448
   248.838    75.5153    245.926
   241.485    112.726     272.74
   290.628    29.6966    153.789
    6.3472    67.7703    327.616
   39.9391    106.701    293.868
   117.965    35.1478    152.382
     99.12    46.5266    286.512
   103.977    78.6602    272.204
   300.624    80.0802    294.719
   131.267    118.028    207.893
   335.866     118.09    78.4407
   320.147    59.7527    111.804
   192.766    68.2563    34.8823
   156.436    21.9498    129.339
   159.465    110.593    155.979
   241.218    68.1549    134.873
     313.7    39.9152    208.083
   336.307    31.9237    176.075
    82.941    99.0563    211.976
   338.884    54.1959    200.822
   144.684    45.3618    324.731
   233.776    79.7154    82.9958
   284.431    125.645    321.364
   258.216    96.4415    194.363
   341.165    78.4773    68.0598
   69.4795    88.0906    322.128
   228.791    8.02217    105.549
   127.294    96.4945    8.63468
   294.085    18.4647    134.644
    220.77    163.322    193.048
    140.15      82.26    180.898
   347.939    28.6243    283.478
   224.491    133.982    248.703
   165.067    85.2351    102.241
   272.032    70.1615    309.031
   187.246    117.523    223.588
   121.916    108.051    296.926
   57.3291    110.212    140.422
   89.1224    64.2273     145.31
   18.7164    93.8126    121.289
   202.837    94.9562    162.498
   148.482    114.041    226.704
   347.391    20.5245    129.731
   53.1176    98.3388    177.297
   179.293    95.9608    27.7854
   306.268    144.717    192.363
   187.258    57.7639    12.7987
   334.887    143.285    165.886
   102.098    133.698    181.074
    90.086    99.5847    148.264
   175.115    23.3967    98.4868
   254.211    35.1385    45.0474
   21.5514    65.0112    270.293
   233.863    112.679    66.9858
   75.7028    134.149    88.8424
   31.7803    24.8348    131.249
   91.3945    124.378    16.2131
   282.848    83.7482    21.2622
   179.689    111.632    297.025
   308.698    35.6704    346.052
   226.705    52.4541    94.2218
   76.9342    68.9665    304.586
   343.009     43.778    5.19367
   169.266     114.73    154.635
   18.6488     77.226    146.665
   216.879    93.3003    162.846
   265.147    84.3372    169.247
   215.209    124.631    3.54602
   262.455    64.4072    343.804
   48.1776    62.8978    123.653
   356.446    164.106    8.86594
   74.5758    112.704    160.653
   224.433    96.7798    334.746
   175.834    72.9265    173.154
   141.233     60.264    220.042
   111.887    110.772    53.1513
   134.747    33.3879    303.006
   210.194    45.2606    324.762
   47.9779    108.104    337.369
   86.2506    78.6303     236.25
   29.7611    122.265    245.126
   297.026     81.164    64.2511
   190.888    30.3788    121.712
   147.907    68.3585    226.265
   73.0896    152.895    222.414
   145.878    108.388    145.458
   294.893    85.4419    106.108
    76.822    63.2578    346.949
    84.747    162.976     13.428
   204.595    52.9694    87.8676
   229.475    79.1339    287.483
   325.226    77.3272    341.898
   19.4705    29.3221    20.0086
   125.431     87.509    342.731
   199.616    58.5829    43.6602
   341.807    56.9984    201.583
   194.102    137.061    272.579
   296.323    171.329    233.599
   303.872    120.989    122.827
   310.169    52.3818    139.039
   303.698    100.773    24.0189
    179.12    86.9721    30.0598
   191.374    48.0172    328.941
   203.061    70.3064    160.403
   299.156    62.7895    255.673
   81.9682      157.4    18.1458
   271.083    119.661    356.632
   117.455    93.0452    40.5007
   202.792    34.9687    10.1038
   281.587    139.761    228.416
   75.9743    125.222    119.922
   297.334    147.606    176.789
   82.2643     109.02    77.9743
    203.58    154.529    50.4795
   195.204    71.1899    219.588
   134.077    72.6819    302.762
   71.1658    108.029    76.4033
   296.901    121.397     152.68
   255.256    72.9113    10.1329
    253.99    83.5714    199.867
   305.352    132.834    212.724
   129.899    110.362    237.439
    127.72    60.3892    255.421
   182.147     106.28    311.787
   314.799    123.861    272.051
   283.068     39.239    18.2147
   217.229    81.4349    348.964
   209.914    95.8951     274.77
   134.016    131.805    249.788
   29.3916    131.021    183.698
   92.7096    129.667    68.2293
   184.116    105.235    4.25695
    336.82    43.7063    312.102
   70.6082    125.418    352.191
   230.013    95.1737    7.50938
   7.74044    126.368    156.692
   270.953    83.5964    182.374
    37.098    65.5958    125.951
   106.945    89.1616    144.483
   176.537    110.845    43.8677
   182.165    168.773    269.536
   121.011    74.1948    38.5579
   225.144     78.714    267.351
   170.849    105.311    302.092
   291.188     160.99    55.5144
   230.593    68.6222    47.4873
    6.0632    55.9249    58.5993
   315.439    146.504    194.001
   264.065    138.565    187.834
   190.527    53.2441      297.5
   143.067    99.1926    136.693
   240.321    143.384    15.1245
   331.399    154.472    256.393
   302.454    88.3853    276.855
   87.0755     145.25    228.079
   131.291    16.8706    86.8593
    78.462    87.4622    95.9288
   174.962    87.9297    106.464
   213.691    129.597    345.354
   275.982     21.572    264.859
    143.03    84.5585    323.985
   56.0634    133.828     157.28
   138.071    76.7689    28.5479
   123.439    148.495    102.338
   121.461     160.64   0.578073
   196.548    78.9463    15.5616
   31.8901    113.619    318.671
   245.856    99.3151    265.367
   14.7483    53.1149    11.0343
   150.459    74.9959     72.472
    35.655    113.282    43.6197
   307.454    45.9436    17.7153
   72.5718    140.197     117.08
   164.364    89.7343    336.608
   78.1097    57.6141    27.3657
   147.971    119.653    82.3179
    244.52    91.8354        251
   71.7695    118.084     239.01
   36.2565    126.306    13.8212
   43.7975    151.307    246.301
   39.8533    118.702    286.167
   57.8006    52.8901    115.623
   141.937    146.166    228.247
   45.1454    55.2658    343.947
   209.964    38.1987    82.6834
   288.067    62.4463    151.505
   163.059    98.1832    87.3118
   156.053    70.7127    88.9015
   147.629    140.591     70.409
   184.497    50.3933     92.307
   305.006    152.439    272.693
   119.124     105.16    137.617
   243.719    6.42899    213.413
   37.3476    151.371    347.106
   148.533    85.0799    15.9542
   328.206    93.4522    302.029
    230.48    36.1495    194.554
   135.011    78.7139    139.511
   136.083    111.571    285.726
   155.973    121.887    170.944
   164.763    15.5263    172.044
   337.373    148.824     197.74
   64.1598    150.791    324.859
    92.763    33.1985    72.3678
   154.132    72.7464    167.946
    249.02     42.962    43.3079
   68.7609    126.332    113.636
   160.207    149.501    119.502
   321.638    38.4453    307.448
   189.647    83.5491     214.82
   65.0993    71.1999    59.0874
   248.727    43.0598    170.168
   261.918    86.9669    341.022
   270.808    60.2267    184.408
   297.189      133.9    234.687
   117.747    54.9446    295.491
   278.145    67.7141    317.871
   173.032    133.917    104.218
   37.9443     164.66    11.7321
   285.137    120.783    98.1192
   45.7332     100.16    309.894
   31.6445     143.27    180.304
   181.546    111.055    243.794
   2.11842    82.8908      173.9
    303.12    115.758    142.639
    79.919    140.304    185.141
   20.7103    112.226    227.861
   213.015    43.3725    308.495
   133.689    39.0671    121.916
   103.134    44.8443    213.054
   346.421    119.306    344.442
   163.119    134.977    218.476
   235.297     87.644    32.8389
   66.4171    48.0697    285.663
   255.583    132.848    208.702
   208.819    118.979    161.734
   333.467    58.0129    99.3711
    98.293    90.8015    356.977
   236.155    98.1162    38.5125
   33.1517     126.41    346.934
   137.646    116.745    195.129
   43.0827    59.8286    278.337
   114.259    117.949     88.718
   352.936    55.5404     28.116
   299.572    119.867    357.352
   158.529    24.6958     343.18
   156.565    74.9981    225.169
    84.863    20.3847    311.475
   355.219    55.0232    180.537
   197.256     144.16    25.1309
   260.096     161.07    218.531
   192.253    53.2424    43.2416
   256.612    114.023    162.546
   199.358    11.5729    101.099
   156.247    69.4241    303.871
   200.275    110.587    14.0766
   99.5035    99.0173    335.716
   344.446    125.853    129.203
    179.16    126.843    331.378
   255.032    88.2193    263.633
   55.1308    62.4232    44.7514
   197.946    26.4358    129.486
   296.608    121.612    184.694
    59.441    47.7118    10.1863
   31.5755     103.82    11.0935
   353.721    131.038    318.815
   155.123    77.1444    248.873
   327.783    33.2788    289.811
   187.843    73.4133    258.994
   74.6047    149.229    6.63183
   139.941    92.4091    294.112
   328.288    68.4108    269.661
   122.629    174.575    225.366
   42.7757     95.936    185.661
   68.8546    87.0118    342.251
   219.826    64.7974    314.109
   5.58502     100.56    1.21476
    17.548    64.0373    15.1416
   243.873    154.983    155.301
   42.3488    51.0659    357.747
   46.7117    132.412    32.2972
   304.927    26.1264     9.6961
   205.511    89.7515    218.075
   242.285    98.8458    197.919
   151.839    72.6718    290.043
   207.155    129.835    273.576
   245.081    118.987     198.07
   157.043    97.2326    154.989
   255.674    51.8857    338.773
   114.833    88.5939    108.603
   209.576    96.3414    147.187
   297.339    75.4017    266.768
    193.92    34.8069    233.077
   19.2502    68.3536     24.615
   319.733    52.2904    126.863
    68.415    77.7268    150.619
   34.6265    96.0907    4.10229
   29.6441    38.3972    222.857
   356.097    71.0842    93.9379
   117.417    146.025    258.962
   133.874    26.1298    331.767
   220.567    160.788    340.382
   255.455    162.144     229.95
   65.8783    141.947    33.2943
    264.01    43.4866    263.728
   235.865     23.787    330.271
   132.311    115.162    39.2849
   13.3443    64.8191    139.222
     358.7    11.7832    257.771
   96.2413     26.531    257.952
   159.616    107.948    101.123
    23.768    155.591    300.708
   232.642    17.3193    118.245
   215.173    32.9604     277.08
   7.74012    98.4241    241.959
   115.916    154.594    46.4379
   158.556    83.2292    190.444
   57.7029    152.243    182.351
   79.9033    69.6588    104.001
   266.935    155.371    257.461
   71.7636    56.7601    1.26945
    108.74    44.6065      47.17
   344.084    102.667    123.478
   202.857    70.3408    35.4205
   251.022    93.8824    149.725
   294.767    76.2595    109.062
   285.683    83.6173    166.276
   251.081    78.9138    152.921
   61.8797    59.1276    276.129
   209.607    98.2394    249.896
   128.808    76.1872    80.0312
   47.6469     96.134    267.645
   45.6927    150.817    355.734
   91.3351    61.9839    206.465
    57.797    90.2954    320.067
   265.227    51.8832    4.34852
   339.225    108.345    113.443
   152.522    77.6937    311.776
