      phi1        Phi       phi2
   56.6353    158.556    150.888
   336.471     13.043    332.318
   282.815    126.771    118.961
   6.18033    53.6202    102.984
   125.753    84.3686    70.5569
   231.587    142.156    315.333
   247.576    84.0965    16.3154
    223.37     24.415    53.8493
   43.2727    73.0116    274.802
   75.4398    57.4648    241.595
   87.0178    85.9091    102.724
   351.461    50.8836    93.9505
   82.2792    121.805    235.834
   310.258    81.6523    183.424
   233.958    52.3596    188.896
   12.3899    109.085    325.792
   231.912    156.543    12.0437
   49.8153    120.645    176.867
   33.9934    85.7524    196.056
   343.195    66.6229    340.592
   102.622    131.721    273.003
   295.547    45.6099    101.743
   230.824    47.1945    72.4826
   9.71754    91.8061    20.5185
   79.1385    147.983    190.881
   19.4429    120.539    235.518
   238.012    125.031    171.012
   148.224    70.9414    244.545
   105.228    23.1818    333.848
   321.469    35.7859    330.236
   82.2727    39.2325    181.983
   232.685    80.8801    217.741
   65.1463    97.8035        112
   258.996    78.6019    323.738
   141.092    103.178    241.142
   137.593    155.457     234.01
   62.3864    141.438    147.977
   62.0396    100.943    280.976
   248.773    83.1514    222.602
   126.763    121.715    72.8647
   107.864    89.5152     139.97
   263.151    120.695    217.906
   278.785    85.3778    301.551
   87.1494    76.0349    229.517
   183.367    90.8695    285.769
   284.688    113.286    164.036
   294.634     97.462    342.475
   137.365    96.1462    109.662
   136.241    18.8651    246.412
   288.375    57.4261    309.657
    68.399    69.3093    306.482
   64.4326    148.712    171.013
   331.045    16.3371    273.724
    310.85    98.7555    7.95672
   233.422    41.3707    282.133
   321.931    85.8437    121.692
    337.42    107.569    153.407
   204.927    139.773    206.232
   237.475    63.6083    273.463
   321.124    30.6833     352.73
   192.979    7.15356    33.6045
   261.394    143.364    349.251
   335.241    105.217    205.141
   329.566    21.9261    64.9461
   28.4147    106.552     310.62
   218.971    16.8942    352.961
   119.199    71.1167    134.879
     325.8    93.7632      273.9
    89.904    89.6343    176.397
   42.0649    133.076    119.878
   130.272     69.176    75.3392
   343.867    47.4957    50.3938
   83.6556    102.489    192.559
   279.563    93.9428    29.0054
   95.9871    121.572    126.106
   31.8658    99.5257    110.697
    145.41      110.7    72.1511
   232.223    119.166    302.138
   156.729    24.3637    32.2889
   188.649    138.802    115.654
   349.556    42.6517    295.056
   231.747    166.619    44.5658
   91.5516    7.50813    318.846
   162.338    9.12206     349.51
   230.164    104.508    77.1008
   117.289    149.082    40.2835
   313.932    127.093    30.1224
   133.467    97.6096    143.589
   272.216    28.9139    95.0752
   29.1022    110.943    102.957
   334.757    2.92955     48.871
   247.779    144.813    310.959
   257.767    160.221    31.8862
   263.588    70.7841    92.7682
   94.9421    42.8088    222.417
   259.596    169.043    198.051
   227.205     121.29    290.203
   126.913     96.171    17.4547
    60.116    100.174    193.883
   333.132    120.426    148.675
   139.712    82.0768    253.082
   45.7125    23.0831    105.632
   140.964     22.647    76.5553
   9.14607    101.243    316.596
   330.459    144.083    306.357
   325.177    109.367    23.7027
   202.466       64.1    356.442
   56.9743    134.761    142.724
   316.953    77.9318    128.574
   153.892    44.5097    327.984
   14.2296     98.726    190.897
   21.0994    78.0391    307.648
    152.79    71.9827    310.221
   221.428    64.1434    67.3646
   48.1793    76.5077    285.595
   186.548    140.497    277.801
   102.551    46.5016    234.521
   345.329     134.01    68.2551
   13.7985    36.4797    228.008
   219.957    59.5333    220.472
   79.8476     124.47    59.4359
   50.3809    109.522    239.994
   352.722    90.8134    218.036
   147.418    40.0718      81.89
   249.661    76.6256    191.057
   241.688    147.123    207.112
   69.3155    91.7983    129.061
   232.531    149.842    53.7319
   212.241    52.7443    223.107
   65.0389    91.4236    299.887
   274.891    97.3044    294.623
   71.7179    89.4388    246.412
   104.981    117.119    58.5841
    174.38    54.5616    84.4729
   295.277    130.143    108.745
   280.506     93.977    17.3165
   334.167    163.191    47.0313
   27.2459     102.84    56.4785
   356.172    116.881    303.419
   41.0268    162.381    271.918
    358.32     19.162    82.7705
   32.5195    135.297    175.897
   91.3305    47.7615    35.3752
   294.732    108.112    357.651
   88.6569    129.342    207.225
   265.314    101.489    124.474
   9.91355    101.744    307.342
    14.177    55.6559    342.211
   90.9512       55.2    32.8431
   272.934    112.971     206.81
    312.53    145.764    350.679
   358.382     49.889     284.93
   125.198    86.0899     58.016
   348.582    112.474    122.034
   344.435     158.67    68.1116
   311.469    133.355    20.1242
   74.3645    132.372    91.8073
   280.654    54.2149    68.4024
   304.341    63.1957    287.594
   222.096     103.12    245.342
   117.367    62.0028    155.677
   31.4067    98.5092    315.661
   322.136    152.406    116.993
   239.272    60.6385    116.756
   102.579    83.9597    97.6455
   222.736    62.2831    164.323
   166.415    65.5198    0.46296
   295.921    58.0051    26.8735
   71.4124    163.851    280.379
   11.2225    95.6179    96.4713
   296.169    130.586    350.895
   335.275     106.04    63.0186
   13.3815    111.808    6.93412
   71.9869    37.4769    155.574
   83.0691     42.499     42.827
    192.68    74.4853    114.711
    185.72    120.836    40.8468
   251.553    80.3406    22.2447
   83.2591     54.539    326.287
   353.916    69.0803    175.462
   323.135    125.085    294.859
   245.985    128.976    112.892
   250.592    139.871    251.372
   123.426    38.3631     167.44
   251.736    110.623    186.342
    134.41    78.5523    120.247
   18.1601    37.7583    302.689
   209.415    79.8678    232.327
   68.0129    97.5675    57.9477
    289.86    138.457     286.08
   218.254    53.2363    83.3528
   82.8747    72.3985    115.332
   284.213    155.041    37.1181
   166.852    96.1594    233.293
   189.168    88.2668    223.146
   254.872     67.949    227.677
   102.894    145.954    130.225
   64.2328    77.2487    174.989
   358.107    33.6671    211.145
   101.929    102.963    77.4147
   346.331    143.884    104.995
   330.112    101.577    74.9994
   14.5984    113.464    12.8896
    29.484    84.5046    174.617
   18.5578    142.237    265.563
   39.6549    87.2038    329.043
   122.656    165.121    25.7971
   26.0636    117.016    176.629
   200.204    114.756    258.333
    80.517    82.3797    235.002
   204.546     39.327    249.762
   36.9225    77.5361     352.98
   69.9014    95.2179    28.7166
   16.9384    14.7836    209.386
   344.351    78.0416    108.917
   32.3141    27.7164    127.858
   146.168    39.6881    61.7784
   82.3721    105.909    45.9975
   99.4921    138.456    120.862
   335.897    94.3366     110.43
   260.057    50.3095    105.637
   12.3309    13.2088    342.308
   70.0522    72.7726    36.6654
   267.808    100.219    211.037
   310.046    70.7666     99.025
   122.163    87.1944    319.593
   129.135     126.32    38.7503
   129.853    125.574    36.8399
   320.864    120.875    322.536
   335.951    123.067    90.6477
   290.025    159.315    87.3763
   151.477    21.2031     157.31
   102.679    89.0408    255.457
   44.9444    98.7259    265.661
   323.801    108.139    221.729
     216.9    30.5109    163.193
   137.018    122.149    200.053
   333.754    53.9183    95.8203
   342.102    149.851    67.1737
   339.312    116.358     130.66
   246.296    39.5309    284.705
   38.9309    31.0885    80.1272
   332.526    39.9114    354.228
   321.996    76.2889    117.631
   246.952    84.3302    168.522
   68.7077    100.919    146.817
   279.291    126.376    231.734
   130.262    108.271    39.4021
   92.1769    78.3736    21.2217
   328.566    135.572    185.167
   354.916    73.4725    326.137
   298.677    80.2859    48.8023
   301.853    70.8281    22.3475
   301.013    77.3101    242.142
   317.534    119.616    142.474
   347.716    75.5324    228.369
   184.144    53.7063    247.877
   235.453    93.5449    56.4415
   56.4844    113.568    250.148
   170.426    104.558    70.2182
   99.3283    119.241     97.729
   357.718    98.5417    91.4378
   205.741    50.5506    350.415
   264.481    162.376    186.658
   286.309    79.0253    257.497
   304.557     131.45    214.485
   103.885    40.3594    212.833
   93.9905    102.792    250.154
   21.4066    92.4942    319.606
   177.816    85.7829    250.809
   232.148    34.2296    282.159
   185.425    50.2412     154.23
   210.163     26.614    236.278
   240.351    109.391    172.192
   187.672    69.3556     348.22
   251.574    152.267    152.038
    163.94    78.7322    354.701
   120.662    96.4911    223.415
   176.445    95.3857    286.091
   153.304    118.373    175.027
   348.249    101.829    257.338
   159.056    63.0601    61.2231
   111.342    72.5833    312.464
    99.679    121.788      316.9
    138.93    160.071    317.256
   155.076     133.04    295.517
   11.1023    33.3599    138.273
   193.862    95.1172    359.884
   192.392      115.1    169.022
   300.347    32.3049    63.0944
    166.63    98.4898    330.404
   60.6364    78.5316    296.714
   210.947    49.2446    308.682
   179.461    134.427    162.232
    319.11    58.9357    197.128
   175.969    51.7372    125.695
   251.241    86.6917    228.749
   120.472     49.616    118.084
   125.413    130.744    341.655
   32.6599    90.4317    178.059
   121.184    54.9763    281.737
   209.925    48.3814    282.017
   336.885    36.4793     155.84
   232.888    130.292    37.9533
   297.758    118.116    352.777
   166.599    126.053    168.642
   328.114    110.438    137.143
   221.118    138.871    231.959
   322.708    29.6909    344.608
   161.386    37.3072    97.5568
   182.829    71.5761    187.063
   232.469    93.6604    260.734
   18.1843    86.9429    168.064
   334.104    32.9052    345.863
   32.3146    110.566    212.303
   200.704    144.172    131.541
   253.025    136.128    74.6275
   138.872    66.4985    38.5521
    3.3892    58.8639     89.796
   18.8443    96.1498     344.21
    116.53    98.7278    259.474
   87.5744    137.527    288.042
