      phi1        Phi       phi2
   120.471    85.1323    333.006
   127.314    123.306     107.29
   245.787    115.028    294.625
   290.903    77.8382    165.849
   296.945    43.9318     220.32
   95.3704    126.613    170.091
   137.935    130.422    105.323
   46.1504    105.015    298.933
   28.1187    62.7123    358.623
   217.756    104.267    103.809
   283.313    145.032    149.734
   129.062    30.9532    165.447
   31.8728    73.1429    182.821
   184.321    121.706    306.324
   30.3986    100.306    130.161
   168.057    125.326    134.583
   172.513     151.78    323.036
   58.8329     82.225    228.257
   277.253    120.177    153.074
    324.37     77.301    64.8205
   3.63391    97.7902    216.901
   35.4376    136.013    122.921
   57.5375    57.1448     47.824
   258.032    138.252    357.433
   72.5595    17.5793    135.481
   44.2007    96.9939    250.439
    75.878    144.287    238.063
   36.0146    90.6185    80.3685
   356.783    95.1711    82.9762
   162.695    82.3371    127.445
   43.5526    93.4097    172.855
    114.66    97.9944    308.231
   296.461    25.7167    320.285
   58.8465     93.483    257.211
   216.294     153.61    252.272
   339.661    12.7585    229.841
   278.806     113.29    19.3827
   273.544    87.5618    188.329
   68.6135    38.5474    301.661
   266.866    131.973    190.466
   266.604    105.429    262.645
    57.408    23.9358    147.686
    212.03    38.0024    295.823
   229.833    136.984      20.92
   74.6821    85.0558    303.104
   19.9991    115.614    255.997
   294.494    108.045    46.5641
   351.584    71.7015    6.73334
   307.655    84.2192    204.851
   175.343    132.108    92.3978
   172.987    125.434    48.2517
   172.432    59.2764    204.175
   158.048    56.1709    73.2794
   81.0506    115.437    29.2548
   78.8038     32.829     43.328
   68.7718    105.069    251.855
   223.172     67.607    214.316
   43.3967    96.3275    353.875
   71.6273    101.407    135.924
   108.121    31.4325    258.622
   104.492    8.37935     285.37
   109.154    143.526     188.21
   291.339    44.6361    220.607
   323.016    58.5944    303.723
   127.903    66.3185    261.994
   211.969    82.0782    186.937
   90.2503    70.1983    25.2284
   330.487    54.0705    110.655
   158.288    51.6693    323.776
     261.3    132.331    119.193
   40.1501    94.1303    179.113
    308.33    57.8657    142.996
   122.395    130.193    115.216
   168.729    106.155    16.3933
   51.5828    28.0982    112.936
   180.542    53.0367    17.6383
   255.026    53.9753    355.038
   118.806    149.885     6.8092
   202.326    80.9556    116.083
   58.9908    127.739    67.6875
   76.6019    100.713    315.749
   134.466    117.512    13.5174
   232.601    62.0483    104.419
   222.331    101.409    345.058
   340.513    104.502    108.903
   284.242    85.5378    316.651
   112.569    122.472    40.6833
   255.275    65.7021    100.794
   141.843    14.4113    218.967
   259.835    126.967    265.056
     37.33    100.507    82.8571
   68.7229    25.3331    353.705
   271.974    44.2678     259.78
   329.101    163.329    311.889
   91.4864    39.3669     218.22
   315.479    40.6513    96.7877
   204.069    131.142    196.634
    260.69    89.9171    248.207
   96.4913    106.072    216.984
   333.805    145.314    238.899
   125.648    139.253    312.013
   348.753    99.3169    302.934
   67.7716    60.4253    245.589
   275.404    153.002    217.541
   309.151     103.07     264.05
   269.525     127.11     153.49
   86.1955    124.861    17.0172
   217.438    48.8317    272.737
   200.508    64.2537    212.469
   209.101    117.718    167.785
   315.312    83.4257    96.8038
   294.574    46.3673    76.1102
   94.3061     147.75    146.096
    64.462    39.2585    187.593
   167.063    25.9508    78.0557
   110.362    95.3572    67.4348
    84.811    73.5901    97.8294
   350.265    81.0451    92.0631
   357.538    49.7115    146.944
   345.434    80.8181    115.505
   263.126    155.514    235.572
   337.858    121.066    38.1883
   295.088    56.7951    204.516
   345.888    77.3352    39.4997
   190.788    79.3617    315.387
   56.0165    130.713    169.029
   226.783    152.971    11.1959
   90.8599     88.848    344.727
   305.279    77.7507    206.848
   250.834    142.087    252.624
   130.896    111.114    15.6563
   219.878    71.1987    295.731
   66.8261    156.431    192.866
   358.115    139.443    51.9072
   163.719    64.9467     183.33
   213.636    104.942    170.305
   212.094    8.64731    118.818
   214.653    116.043    240.703
   47.5494     20.903    61.5794
   260.505    137.229    277.851
   302.039    58.8534    22.2414
   339.056    110.736    99.7393
   276.461     95.645    225.185
   89.9283    51.7297    295.148
   303.292    155.157    273.493
   99.3285     151.74    184.749
   307.818    49.9167    293.372
   259.876    147.463    339.393
   352.574    131.019    138.434
   338.787    110.905     102.02
   189.983    88.0524    46.9681
   28.8891    126.085    200.963
   315.385    131.951      56.24
   83.1113    140.285    239.062
   236.919    81.6636    197.143
   163.481    88.3726    291.658
   39.3408    94.7728    194.468
   19.7514    14.1224    155.623
   44.5227    110.418    31.4908
   73.2966    70.2735    156.129
   105.521     115.26    57.9993
   228.526    90.7894    293.067
   114.084    82.9078    155.243
    204.19    135.156    124.235
   17.9816    35.7436    138.284
   70.7574    61.1683    54.1374
    212.57    62.5071    5.57326
   267.477    120.371    248.145
    259.94    141.485    99.1221
   146.008    109.329    333.381
   291.848     148.41    252.511
    63.954    106.059    310.537
   76.9528    102.235    112.217
   321.335    112.523    153.685
   350.376    87.9864    84.8421
   67.4595    41.8514    315.088
   215.827    136.133     204.56
   27.2538    125.676     354.24
   350.918    63.0772    319.738
   146.693    91.3134     70.844
   37.2106    24.2403    227.335
   254.804    111.359    96.3537
   97.3578    142.561    131.471
   333.938    62.0899    49.0797
   238.305    96.0938    355.066
   35.3959    136.479    260.814
    305.46    58.2638     183.35
   252.835     87.427    34.9649
   22.3303    154.782    86.8547
   252.331    114.392    307.395
   55.1672    165.774    188.032
    117.65    66.4995    255.929
   206.794    52.2733     174.63
   67.3934    96.1091    6.20374
   131.796    58.1661    149.918
   61.2121    120.727    102.591
   166.537    73.1223    144.563
   14.5814    39.4228    353.823
   345.909    22.5427    162.398
   347.937    142.756     178.59
   310.511     115.78    215.037
   172.587    72.3137    307.527
   60.8842    109.039    299.925
   22.1456    146.884    89.5856
   354.829    99.8987    313.474
   66.5528     83.203    192.813
   210.267    67.0074    168.921
   341.973    25.5791    285.535
   316.748    64.6863     320.28
   130.998    67.1286    283.867
   268.444    138.888    253.838
   253.103    74.2435    131.654
   115.135    105.714    184.394
   315.075    136.942    160.596
   120.548    110.288      114.5
   205.133     44.991    36.8468
   103.642    47.1707    268.619
   280.631    115.819     277.77
   229.694    116.733    42.2601
   177.307    109.851    179.454
   96.1272    115.952    331.645
   68.3049    84.8887    260.429
   182.698    33.0445    224.799
   339.858    95.8254    300.624
   302.966    98.1319    11.5444
   1.04588    138.257    114.226
   336.511    85.9694    63.4387
   66.9961    73.4152    25.8871
   215.374    80.6092    236.333
   271.963    129.535    163.839
   54.9395    47.8282    271.325
   159.072    45.6771    306.377
   345.976    53.2389    237.081
   143.808    125.791     48.783
   39.2593    89.5643    334.216
   197.513    70.2064    272.082
  0.328133    54.0973    289.576
   354.699    41.8318    81.4079
   146.014    129.773    267.644
   350.449    142.691    352.085
   174.516    142.418    263.163
    272.64    89.4447    7.41334
   89.0483    92.0486    66.5447
   205.099    22.9885    140.893
   194.458     88.062    311.734
   105.327     83.761    204.633
   3.60812    46.5539    222.771
    96.786     59.367    212.067
   152.001    152.029     31.575
   174.672    75.8779    82.5181
   311.668    26.3662    355.942
   85.4492    82.7376    322.023
   135.551    94.6279    132.095
   87.1584    117.542    204.274
    132.85    119.829    315.426
   266.336    18.4299    326.632
   192.849    146.426      155.2
   104.887    31.9568    186.465
   79.4469    88.1495    317.041
   330.829      136.8     65.953
   27.4532    96.3382    26.2663
   260.958    80.2964    138.211
   200.763    95.8806    277.503
   126.326    60.1371    45.8969
   180.576    81.6889    327.232
   25.7734    118.033    167.484
   246.539    93.5542    139.942
   138.788     79.759    169.192
   302.046    65.0034    222.937
   60.3861      136.5    56.8617
   262.637    52.8743    82.4886
   237.905    94.1007    313.333
     357.5    137.123    64.5904
   52.0438    134.744    55.9177
    276.68    73.8353    318.484
    102.38    123.152    72.1412
   197.952    144.233    277.903
   170.492    17.9677    25.3189
   277.225    147.784    50.6516
   279.694    91.1151    263.117
    255.36    61.9719    90.2215
   305.533    106.237    7.69376
   202.211    103.893    205.503
   353.616    139.526    191.212
   119.322    20.4669    89.9727
   39.3385    107.928    49.0661
   46.7722    59.8951    238.571
   213.586    80.9701    266.307
   183.199      59.18    246.413
   243.531    99.5271    147.002
   56.6084    139.835    257.304
   205.362    116.834    229.964
   189.488    91.8911    273.062
    199.79    39.0868    338.984
    169.92    107.451    45.6664
   199.482    140.228    34.9118
   287.741    79.7822    89.7239
   223.468    33.5645    344.928
   193.011    124.806    20.1113
   253.911    61.8738    175.712
   287.703    96.3085    223.418
   153.243    97.8306    100.637
   61.0923    63.3112    81.7223
   338.219    73.5153    278.408
   270.989    98.4228    184.856
   78.2159    152.248    329.528
    54.804    153.108    158.543
   234.905    117.925    224.927
   75.4582    110.427    41.3636
   180.461    125.098    235.784
   358.725     39.181    307.008
   79.1455    97.6153     193.75
    106.14     39.857    229.595
   184.335    60.1557    4.33506
   106.813    80.7598        164
   309.369    71.9262     199.67
   302.601    100.919     352.59
   322.175    156.334    207.248
   248.717    113.803    262.148
   182.376     100.86    355.324
   119.494    82.1017    81.1008
   155.653    93.5115     235.75
   205.154    141.651     161.37
   151.005    69.5876     310.13
   350.128     138.44    181.343
   165.108    76.7077    118.816
    125.36    74.7313    336.693
   98.7493    69.3908    142.999
   261.497    39.6455    135.569
   184.316    79.1398    85.4861
   75.0028     95.171    124.379
   314.664    107.868    217.336
   140.841    71.8294     5.6783
   336.971    70.6458    301.254
   215.454    150.045    314.482
   156.433    32.0585    21.4203
   261.474    118.105    134.149
   311.555    125.689    3.79669
    329.74    95.5789    353.361
   114.477    66.0412     255.27
    319.22    162.054    170.656
   28.7299    114.561    65.8973
   179.843     46.058     91.425
   231.418    58.4823    196.498
   319.355    102.769    4.50199
   42.0825     75.275    41.5334
   260.029    133.326    201.144
   65.4536    104.154    56.1838
   308.746    42.3363     192.35
   147.352    41.7783    164.309
   28.6181    110.341    170.024
   337.409    57.8907    133.669
   266.602    142.523    124.964
   148.168    45.6799    359.578
    260.18    71.5476    225.019
   318.091    94.3756    343.206
   222.465    27.3604    187.479
    84.884    52.9629    270.632
    298.54     128.48    114.804
   324.097     41.048    64.2834
   309.287    51.4991     247.78
   72.2511    101.181    246.687
   358.456    85.9387    134.367
   230.727    127.162    313.136
    44.826    65.4727    319.385
   216.436    108.535     181.86
   120.346    161.932    173.902
   136.984    170.474      76.65
    266.55    138.316    321.044
   66.0476    86.1546    15.6993
   32.3346    88.8094    141.531
   228.914    151.238    283.206
   112.803    8.28448    174.076
    115.51    64.4021    296.928
   356.057     23.698    45.1752
   321.934    154.964    307.817
   196.595    126.008    90.0104
    330.66    119.666    357.936
   271.767    147.602    314.362
   55.6408    112.757    147.604
   165.121     29.599    170.255
   25.9301    75.0927    350.628
   341.937    49.6959    183.731
   331.809    132.013    242.586
   292.211    115.465    107.674
   199.406    79.8945    230.981
   224.931    122.366    227.174
   64.9167    87.5304    31.8388
    230.04    162.187    89.4953
   210.844    71.8225    208.732
   135.297    36.4991    306.329
   244.217    59.8743    359.044
   198.469    93.0181    302.783
   213.995     96.235    295.664
   99.2914    106.008     33.783
    49.596    114.469    297.119
   347.784    26.2683    187.319
   197.467     73.169    60.6192
   311.696    164.459    255.982
   180.151    153.628    313.111
   143.642    75.6034    206.293
   332.195    17.9307    214.496
   236.652    93.0094    40.1707
   234.699    40.0231    122.832
   213.166    135.488     188.13
   354.427    91.6165    249.065
   73.1654    96.1009    52.5369
   68.7941    86.1012    199.989
   258.049     58.517     171.42
    82.205    40.1874    88.6472
   70.9185    75.2265    275.784
   31.0105    24.7199     22.036
   209.299    55.1258    95.8323
    341.79    141.245    80.4368
   207.265    118.868     165.86
   263.544    61.8133    229.877
    346.71    136.483    348.984
   266.368    70.6929    74.9294
   98.5796    52.9638    218.923
   119.057    88.5477     4.6104
   285.746    121.635    244.593
   321.731    92.4448    343.508
   358.474    62.1204    336.708
   317.776     128.83     271.92
   221.574    110.899    55.5606
    313.85    44.5726    164.921
    331.77    57.2471    316.927
   52.1511    119.459    242.388
   145.704    156.156    211.162
   257.428    58.3457    147.002
   224.527    129.688    343.642
   243.377    93.0216    171.973
   38.4216    83.6042    337.726
   261.224    40.9493    98.8751
   59.9292     102.51    120.023
   137.551    53.4344     148.82
   274.181    60.3908    204.153
   234.203    22.2752    21.2282
   218.336    147.287    203.703
   274.241    158.291      198.9
   195.698    112.621    150.723
    359.47    136.949    320.738
   231.885     142.82    356.845
   184.566     143.79    354.049
   243.047    166.742    35.9036
   217.393    110.764    349.918
   74.7407    114.308    345.026
   318.313    104.943    164.808
   17.9209    100.076    335.748
   289.284    13.1286    274.567
   281.734     113.06    189.699
   270.545    41.4549    100.359
   278.285    73.2407    148.637
   326.413    52.7667    338.627
    153.95    60.6696    133.514
   68.9224    56.2343    149.792
   4.35111    84.3619    243.144
   107.347    96.2701    74.4725
   43.1826    108.634    122.921
   349.024    150.122    116.462
   326.432    137.993    119.982
   216.743    114.009    3.00032
   250.933     146.92     143.29
   312.659    142.714    149.435
   10.3831    87.2014    175.506
   329.354    111.777    273.857
   53.9883    156.191    121.332
    210.65    134.996    1.94585
   89.2235    50.2774    1.41637
   218.224    113.296    278.931
   195.456    103.004    245.889
   108.519    53.8188    117.398
   98.6152    134.642    281.944
   299.505     141.58    104.817
   332.852    106.826    333.513
   55.7276    57.2094    18.1246
   175.658    117.899    195.965
    303.17    91.8186     80.524
   41.0653    62.4359    29.7079
   100.462    59.9685    67.5937
   293.216    45.1564    321.576
   119.565    77.4149    246.188
   279.849    84.8063    343.948
   303.367    31.4823    101.799
   261.364    66.3367    339.877
   51.4466    84.3993    268.764
   320.004    138.329    334.294
   253.632    136.829     256.82
   281.363    101.513     298.19
   126.828    19.3643    4.46049
   355.809    63.0878    244.808
   220.081    59.7888    137.528
   238.638    55.1145    276.252
   318.878    116.768    21.1757
   249.621    46.3965    243.448
   104.117    155.034    103.071
   326.342    147.252    230.485
   63.4041     121.21    19.8624
   246.349    68.0108    319.038
   159.397    39.5085    332.137
   175.094    69.3728    247.545
    280.33    91.4786    297.924
   237.988    59.9918    354.857
   131.816    77.0434    254.916
   75.4054    82.5968    352.715
   328.697    139.346    18.3549
   308.417    36.7019     150.82
   318.834    20.8304    51.4799
   280.323    111.614    306.636
   354.793    91.8331    252.988
    211.06     118.34    174.826
   341.826    168.741     25.585
   89.6158    114.158    208.643
   228.672     33.433    181.382
    239.07    144.098    189.908
   139.221    113.943    333.849
    269.12    58.9596    154.141
   70.9089    58.7721    294.081
   104.885    20.9821    343.926
   100.835    31.1646    130.611
   254.528    121.739    102.448
    118.69    126.049    286.952
   281.052     71.208    195.048
   271.326     151.19    33.2842
   115.687     41.263    330.191
   296.782    113.445    221.813
   46.5554    103.335    285.273
   335.679    43.0671    334.052
   162.943    95.9724    237.714
   247.422    148.658    166.236
   6.68685    111.436    137.133
   312.624      125.9     121.76
   15.6786    67.4909     209.73
   176.817     56.917    193.957
    98.807    98.6846    268.642
   240.822    70.9523    183.614
   345.261    96.8059    129.941
   78.2009    38.0031    169.054
   218.786    92.3644    198.443
   211.389    129.996    253.955
   55.0503     10.603    323.119
   76.8852     73.583    104.589
   108.713     55.927     281.75
   4.81962    108.969    116.578
   39.2403    91.6135    77.3846
   121.494    74.8952    273.012
   45.5361    146.568    193.229
   81.2845    149.325    151.555
   19.6403    132.855     306.22
   51.1148    25.0495      36.25
   334.128    87.3382    345.159
   67.2642    140.175    180.072
   112.565    99.2837    202.794
   208.962     84.419    121.988
   94.9228    171.041    124.526
   109.531    102.169    198.584
    210.22    85.5887    182.216
   359.005     54.936    345.046
   250.509    43.1568    194.232
   300.286    131.717    227.931
    77.206    125.167    89.0715
   168.718     107.92     243.36
   62.6859    117.061    96.3958
   50.1679    156.483    19.3847
   322.323       71.4    244.716
    257.51    141.304    89.9447
    52.223    162.679     245.32
   81.6939    101.612    230.552
    329.71    85.3959     284.94
    26.044    126.991    28.2106
   9.58855    158.957     141.77
   190.169    117.415    132.924
   243.849    39.3198    67.3467
   79.2048     142.07     270.58
   259.492    26.5801    256.211
   152.476    64.3957    280.732
   153.303    57.8235    352.452
   21.8804    45.4702    269.878
   125.251    69.0482    22.4793
   194.831    98.4697    28.0425
   57.7657    86.1753    15.4317
   252.405    155.734    69.8799
   254.921    86.4682    162.606
   192.195    76.2357    56.3189
   25.5532     105.67    9.44216
   256.862    140.915    164.645
   296.903    105.854    191.456
   296.954     120.44    344.961
   64.6456    121.614    335.173
   267.231    63.4416     241.87
   235.434    92.3846    130.056
   135.945    10.0455    5.00075
    173.58    12.9712   0.222208
   229.695    25.2937    119.659
   292.414    115.239    169.772
   234.215    158.488    37.8058
   39.4176    88.7883    98.3317
   11.6628    115.883    90.4972
   356.888    54.9984    94.7273
   245.235    139.966    266.029
   216.311     40.796    1.95538
   317.699    47.6931    88.2891
   316.831    105.264    250.253
   240.233    103.456    157.995
   112.134    79.3772    352.526
   111.105    57.3239    321.699
   348.529    83.8572      322.8
   277.731    64.6105    312.868
   194.866    64.9538    331.232
    176.94    133.605    276.081
    251.04    128.067    145.893
   145.213    78.0126    193.737
    244.49    54.1496    125.182
   315.062    100.079    27.9303
   94.7387    154.446    9.32277
   30.7616    113.386     113.89
   265.426    98.1445     288.25
   332.026    105.546    119.818
