      phi1        Phi       phi2
   346.898    27.2664    100.611
   71.5924    96.6238     59.651
   45.9167    114.502    49.9537
    250.79     57.972    311.067
   204.985    117.048    32.4819
   334.969    95.3212    205.823
   244.008    67.4075    297.478
   5.57326    38.7221    298.291
   141.086    122.956    145.481
   168.251    147.584    181.998
   140.033    152.464    359.904
   322.244    63.1196    32.8784
   38.4326    67.0596    321.814
   148.564    37.1223    277.731
   194.522     19.939    9.97398
   57.2185    95.7013    246.564
   163.703    112.788    198.218
   342.077    94.9554    70.8148
   279.459    25.8121    43.7139
   149.077    35.8658     258.74
   152.572    46.2928    158.921
   73.5152    113.809    15.0184
   240.437    74.4919      53.12
   309.448    165.522    74.4988
   317.635    23.5096     16.407
   180.488    60.8187    41.5304
   35.3631    68.3868    4.05389
   339.823    47.0731    228.504
   354.601    151.959    319.277
   243.374     82.292    217.766
   61.0583    48.9411    335.299
   18.4304    115.046    138.715
   314.781    109.094    95.0761
   348.247    119.711    32.7862
   186.597    82.8564    130.926
   357.049    45.8205    35.5511
   269.557    104.258    242.299
    180.38    95.5776    295.653
   186.189    121.154   0.233527
   313.526    69.0374    86.8864
   226.594    41.9405    21.5786
   91.8217    114.951    348.124
   202.607    73.3464     80.933
   345.042    106.924    197.968
   210.473    97.3455    275.843
   235.991    110.058    240.982
   36.5888     73.286    167.802
   180.151    84.5992    291.363
     122.8     112.78    275.564
   153.027    133.063    221.653
   355.573    134.559    105.329
   153.289    144.407    226.104
   163.262    88.3925   0.255999
   311.262    64.5613    162.999
   38.5937    128.942    50.6196
   124.592    23.0032    227.754
   158.481    95.6274    24.1888
    241.64    153.496    3.61704
   221.014        131    178.404
   55.6826    44.7325    336.716
    64.043    93.9941    142.703
   60.8843    106.095      316.9
   314.229     47.693    203.734
   250.465    87.4608    346.766
   156.816    67.5044    58.4669
   193.345    29.8592    290.345
    153.43    44.1515    62.9335
   114.695    36.9278    344.256
   278.653    79.3487    224.475
   225.918    88.6753    45.7232
   106.553    84.1593    354.377
