       phi1         Phi        phi2
    354.325     43.2674     143.103
    247.043     41.8954     292.909
    6.13937     93.6593       223.7
    259.636     99.8387     310.078
    32.0041     38.2733     302.905
    102.892     48.5111     339.966
    49.3789     146.035     46.8821
    334.025     10.2813     177.501
    245.801     48.2347     97.6245
    101.727     99.3567     336.711
    34.1839     97.8472     21.8029
    85.5433     79.0101     205.147
     137.22     132.536     357.622
     328.31     117.334     55.0464
    132.741     120.255     3.79502
    224.844     102.276     34.2621
    284.718     114.869     298.067
    63.1892     147.407     181.308
     156.97     100.764     246.167
    343.629     23.6507     74.1459
    129.325     64.9076     313.816
     235.15     159.055     346.405
    221.375     115.563     150.502
    247.372     46.5268     67.3305
     306.88     121.668      180.88
    187.132     126.052     108.116
    219.463     103.154     199.866
    109.011     65.1352     132.009
    24.1502     96.4359     26.4084
    280.441     135.056     332.275
    123.121     83.7324     228.474
    245.684     108.969     220.322
    54.7435     113.483     72.1145
    195.275     102.415     93.4054
    84.4875     25.0855     186.668
    168.368     130.431     25.3817
      68.36     52.5124     102.377
    52.2379     114.056     265.493
    181.133     68.1258     51.8343
    5.57321     99.0627     305.645
    219.014      42.131     202.105
    96.1929     135.247     194.251
    5.27307     24.4657     103.359
     149.11     44.0063     199.884
    333.533     4.87904     333.195
    286.653     168.763     207.129
    73.9495     28.7655     70.4182
    15.8844     108.026     137.927
     284.08     77.0476     354.536
    252.886     89.8215     53.3121
    242.411     70.4308      128.42
    257.365     13.8203     38.2699
    277.871     124.431      202.07
    333.928     85.9271     221.791
    285.341     71.3818      70.419
    228.087     73.6914     295.727
    344.528     51.0837     346.883
    45.9655     103.545     161.847
    97.4556     103.544     330.778
    4.95292     82.1499     192.394
     157.69     19.7599     265.801
    220.902     102.871     149.258
    346.878     43.9195     233.658
    29.4542     65.4734     36.7527
    148.904      51.838     16.9438
    149.995     150.721     64.5571
    10.0865     30.6633     121.718
    317.114     81.9335     248.085
    81.9093     158.084     147.224
     345.06     105.464     97.0942
       90.7     63.6983     186.875
    60.1493     127.079     112.009
     295.62      126.26     301.841
    151.867     46.6803     327.788
    359.125     113.503     288.338
    339.237     101.122     328.313
    322.137     26.5012     283.359
    342.187     138.906     348.155
    103.918     81.8709     182.825
    197.508     73.8343     305.849
    60.8443     55.7139     339.752
    168.808     42.2705      202.49
     322.86     73.9064     134.784
     35.415     91.1454     305.645
    110.905     118.971      197.95
    262.788     172.868     208.685
    315.342     20.0454     283.524
