    phi1      Phi     phi2
 115.421  17.6185  207.533
   229.8  10.0984  150.541
 242.762  30.6026  139.007
 221.316  42.0102  170.826
 224.364  36.5299  173.493
 33.5642  41.0059  350.687
0.303219  39.6773   351.71
 98.1819  41.9965  300.415
 236.716  27.1756  79.6455
 73.1163  39.2452  250.302
 102.905  16.4855  298.956
 276.647  27.6432  42.5647
 195.816  42.3319  186.465
 218.081   34.038  157.598
 251.913  41.5834  141.488
 240.199   35.413  149.368
  45.077  40.0106   274.09
  203.72  14.1766   175.51
 70.9274  41.1518  330.336
 269.334  29.7946  47.6338
  306.44  33.8091  13.1173
 29.4579  8.78567  321.452
 15.9909  31.5748  351.264
 41.8179  39.3997  355.675
 41.7835  49.1371  284.672
 19.6514   28.901  336.587
 128.236  33.3956  194.289
  220.68  26.0737  182.452
 327.965  14.0021  28.3768
 69.5486  33.4249  270.109
 308.219  45.6732  19.1253
  43.708  20.9805  326.571
  131.82  35.2386  198.802
 147.191  36.9607  220.692
 302.563  34.2979  18.8226
 17.7175   41.132  343.941
 57.9875  30.4887  344.279
  187.92  42.0233  192.298
 109.231  49.0855  251.789
 324.065  35.5453  355.117
 207.227  14.8105  187.075
 259.881  28.4179  68.6027
 294.707  44.1335   25.699
 116.774  33.6481  206.891
 70.1535  21.2101  243.622
 226.779  19.2089  153.393
 282.715  5.43589  88.6265
 206.816  41.1049  156.352
 250.599  35.0584  135.958
 76.4548  41.9738  321.062
 130.759  20.1761  193.354
 314.624  31.0328  6.19764
 200.494  27.6341  162.931
 65.8781  30.1203   248.81
 68.1807  26.1802  255.176
 279.098   32.405  40.7088
 298.484  23.7929  35.7557
 57.2238  32.0789  257.583
 275.143  41.2792  124.762
  99.395  29.5172  305.869
 195.344  13.1951  174.296
 122.665  28.0347   204.63
 56.3926  25.0063  330.464
 323.381   39.217  12.8589
 320.759  39.9112  74.0969
 214.275  41.8531  179.184
 60.2104   39.552  263.331
  247.71  28.2668  68.0697
 243.775   18.742  88.9954
 58.2519  49.5346  336.621
 335.079   43.063  17.3546
 124.906  35.2027  279.144
 213.028  49.9916  151.085
 3.88706  37.0526  20.0063
 269.081  17.1034  48.6555
 294.847  31.7528  109.821
