      phi1        Phi       phi2
   102.848     43.148   0.944648
   312.342    106.156    183.564
   290.378    106.596    114.526
     115.5    51.8383    111.413
   121.742     70.157    331.241
   305.429     67.747    293.647
   289.146    90.7818    110.897
   217.609    78.9966    55.8884
   263.618    59.4809    95.3692
   272.376      139.8    53.7621
   328.293    55.9341    44.6133
   315.388    128.489    303.557
   33.8852    15.7057    86.2768
   177.264    25.8388    261.174
   333.859    20.5781    50.7924
    42.482    82.5874    171.303
   19.1736    46.3328    143.628
   314.065    38.7203    89.1133
   255.523    4.93283     220.35
   51.8272    69.0415    38.1762
   206.613    84.8223    233.317
   83.0714    37.5705    167.441
    120.49    104.256    355.333
   192.695     108.72    226.112
   336.135    57.4511    242.426
   38.0857    78.0279    245.436
   207.929    2.73084    228.826
   276.833    134.597    147.433
   281.181    79.9067    200.293
   135.973    138.427    3.01406
   233.737    70.0012    322.583
   241.872    109.181    346.773
   82.3819    15.6722    72.6853
   175.411    113.821    301.115
   310.933    28.6597    230.718
   233.748    40.7238    110.153
   243.964    93.3181    201.541
   151.576    76.1881    212.558
   286.987    96.6577     26.879
   290.955     82.371    323.432
   150.804     86.437    27.1485
   45.2509    73.9645    279.124
   47.4137    162.033    103.985
   317.495    125.909      341.7
   86.5994    29.4551    261.895
   177.801    126.466    291.015
   237.458    49.6959    332.255
    39.664    21.8734    226.672
    275.83    125.958     48.772
   260.348     63.907    326.263
   118.413    146.919    343.855
   159.951    117.203    308.397
    304.93    50.0734    340.952
   119.943    68.8134    11.1981
   124.632    103.992     276.13
   135.222    48.1455    141.588
   105.803    112.017    99.4056
   268.374     103.43    184.452
   342.587    161.825    78.2133
   326.126    85.0581    39.7886
    234.08    21.2427    91.6634
   166.829    43.4566    154.399
   67.9855    91.6761    200.097
   291.731    102.927    138.122
   121.696    88.9246     272.75
   28.3009    41.7976    268.067
   271.332    59.6498    117.099
   314.752    16.9706    38.9452
   52.2622    5.85498    156.516
   215.102    66.9129    295.476
   7.01799    115.419    163.331
   100.493    41.9964    294.693
   69.9219    132.981    14.1411
   231.841    101.426    170.647
    259.96    139.857     286.25
   10.0165    44.4218    75.7417
   228.933    124.625    160.415
   275.304    97.4287    127.284
   55.0804    130.491    286.932
   183.377    56.6533     180.77
   287.067    99.0913    55.9179
   193.609    80.0878    6.22048
   129.868    106.623    232.405
   104.697    16.1562    92.4848
   271.022    103.561    348.607
   215.704    104.537    119.205
   202.805    124.232    88.1334
   306.725    129.327    29.3525
    354.15    110.119     311.52
   190.349    109.076    294.505
   321.699    63.7144     313.23
   98.5352    22.3328    233.027
   177.383    78.7229    299.683
   281.261    114.968    253.526
   16.8357    148.444    250.983
   286.807     95.742     225.36
   280.608    80.3566    333.432
   106.331    168.701    245.896
   351.604     146.36   0.818116
   223.242    134.526    263.031
   175.504    65.7186     230.07
   281.178     114.38    259.988
   143.527    149.914    282.166
   50.8082    112.342    293.864
   343.064    39.6109    173.028
   133.677    57.6225    250.555
   39.2313    27.2487    352.678
   96.1217    69.9842    96.1423
   83.1046    109.455    330.573
   74.3998    84.3577    328.168
   323.057    167.243    243.574
   85.0148    94.7124    61.3085
   2.46093     49.359    129.631
   81.6494    108.345    209.631
   300.162     76.725    341.891
   50.3455    175.551     309.51
   66.3393    112.668    183.767
   241.224    23.6858    8.55896
   174.099    103.679    327.776
   335.072    35.9291    196.974
   192.842    53.3164     134.33
   199.122    94.1446    231.577
   275.228    137.725    152.111
   136.943     97.043    150.008
   7.96987    34.4523    316.191
   18.7694    158.588    77.7474
   101.274    104.396    180.036
   97.2723    87.7326    289.231
   160.847    62.0418    81.5554
   189.049    72.8162    185.165
    324.55    84.4536    196.537
    209.49    26.0063      201.7
   232.092    58.7649     301.84
   289.428    45.5622    248.365
   238.137    75.2951    285.122
   184.948     81.143     111.02
   126.238    137.511    208.557
   187.999    21.7344    147.127
   48.6253    3.82884    270.785
   258.171    82.3327     337.36
   9.05035    166.081    348.008
   16.8663    126.062    19.5463
    354.25    33.6286    224.758
   193.477    112.403    260.703
   115.241    66.9734    287.792
   319.018    118.226    81.5776
   327.476    92.5436    23.0887
   6.24206    81.8092    261.311
   90.7719    60.4549    32.7646
   262.263    104.952    242.903
   311.324    134.525    268.156
   133.373    97.1879     51.197
   320.533    112.711    91.2019
   221.968     165.99    237.268
   133.517     136.94    24.8545
   104.611    83.1618    353.742
   106.063    95.5796    293.731
    169.71    153.941    223.457
    42.968    169.489    76.0421
   84.7032    87.8939    145.985
    195.39     92.058    156.799
   123.637     163.19    178.036
    19.144     73.463     100.78
   311.453    98.5534    273.289
   93.3293    126.214    305.347
   289.656    112.976    231.822
   17.1249    68.8257    352.427
   208.571    130.921    13.1556
   89.8536    122.936    181.878
   336.029    140.475    91.7651
   171.782    127.904    34.0028
   185.342    90.4104    85.0772
   122.743    82.3096    278.914
   30.0183    97.7136     41.062
   137.768     72.774    106.094
   303.389    35.6534    94.5812
   323.504     140.95    166.724
   45.2062    53.3887    146.492
   169.063    43.3525    230.791
   30.9711    145.906    84.1346
   149.951    88.3373    82.6725
   12.4053    96.4503    170.042
   144.862     40.148    345.881
   59.8126     87.117    276.131
    328.02    97.4381    207.936
   251.905    25.7073     69.761
   143.181    61.9043    223.843
   349.266    139.889    180.809
   209.287    148.544    333.668
   262.377    95.8379     197.32
   138.936    116.121    357.657
   312.233    84.3092    335.813
   38.4951    63.4088    241.553
   144.737    31.9126    81.4703
    98.634     134.74    139.756
   10.9608    123.396     239.25
   300.905    139.486    318.523
   336.151    131.525    216.997
   110.426    124.234    122.909
   36.4489     79.166    295.213
   348.903    137.276    271.372
    1.3558    96.2154    266.977
   9.96611    47.7834    55.2428
   109.362    138.313    294.379
   232.567     59.486     171.28
   119.968     24.038    232.256
   306.004    74.3785    94.3107
   246.589    54.6099     112.39
   89.7774    141.945     122.76
   162.188    9.66688     271.42
   358.942    154.053    6.17083
    293.54     162.93    145.504
   174.321    44.8281    182.528
   221.542    97.0181    220.184
   129.509    78.2383    132.675
   35.4992    118.372    42.1403
   315.472    34.7172    123.548
   140.539    26.9096     209.62
   69.0447    53.7685    252.023
   149.108    92.3653    108.397
   9.75077    50.5744    280.946
   221.368    11.2877    33.6966
   191.603    76.1822    59.9141
   292.199    72.2594    57.2422
   320.343    123.797    244.175
   341.316    64.0047    155.828
   147.877    97.2239    34.9073
   290.618    115.617    129.809
    58.518    126.559    62.7768
   56.8289    166.122     244.27
   202.382    99.0357    147.181
   329.909    98.4164    55.9574
   184.773    135.555    185.377
   54.9728    161.423    8.98222
   61.2954    80.9071    69.3877
   33.5801    6.59301    7.40541
   119.095    67.0965    324.941
   143.224    54.8426    18.7734
   243.767    88.0339    160.479
   107.101    16.6951    8.59352
   176.937    89.4723    75.7438
   286.634    27.6542    29.9318
    91.376    57.0588    289.391
    221.88    92.2584    41.3373
   114.901    118.417     270.82
    229.12    71.3277    229.463
    158.04    110.456     85.964
   58.8196    62.9005    129.483
   280.533    74.1574    163.951
   79.1969    59.4968     66.744
   209.273    58.3233    335.544
   215.912    93.9716    93.1648
   243.714    111.688    62.7122
    33.584    111.551     16.751
   115.709     52.378    17.3822
   63.7128    67.7486    329.204
   89.1428    55.2038    116.857
   11.5027    72.7497      87.87
   8.37013    116.187    12.6137
   99.8739    101.503    357.827
   337.481    106.119      260.9
   235.916    119.369    302.641
    117.24    73.5058    23.5061
   357.596     36.426    342.932
   221.165    59.0673    174.771
   341.156    52.7871    285.673
   55.6264      92.43    245.393
   18.4432    167.374    297.958
   78.7421    55.4449    325.927
   307.234     100.01    349.999
   266.975    60.7873    273.615
   284.585    83.7548    291.604
   149.138    153.325    73.1743
   189.347    132.473    7.20921
    9.0474    93.3436    272.767
   105.479    123.056    140.529
   322.438    68.6705    79.5934
   65.9297    111.929    324.047
   97.1269    106.623    45.9697
   248.745     71.868     110.76
   285.717    98.1688    276.545
    173.51    83.5952    38.2344
   96.2673    132.292    200.611
   73.6521    45.6363    202.918
   318.656    101.667    319.015
   147.537    56.5439    26.7518
   163.871    118.208     264.73
   31.7085    69.9971    50.8673
   85.3227    170.962    60.5709
    176.83     151.55    296.599
   77.2044    73.5263    47.8583
   151.702    117.499     127.84
   257.663    95.2061    298.296
   14.2827    14.3339    263.447
   349.627    90.3328    284.418
   189.427    87.3902    267.488
   283.378    116.468    91.3602
   60.5186    83.4578    309.616
   293.065    134.226    23.1514
    348.84    10.9925    223.421
   78.1044    84.6918    157.116
   264.189    84.1142    80.2054
   224.254    60.4339    23.0537
   209.839     14.247     209.72
   317.847     126.55    101.577
   348.268    25.4807    321.787
   196.483    174.337    41.7772
   54.6523     60.081    307.624
   227.936    50.7923    227.341
   265.798    45.4058    54.2888
   83.6529    121.163    292.458
   198.386    53.4608     120.19
   64.7771    131.515    128.529
   16.3686    36.1942     318.81
   321.441    117.082    84.9536
   69.7359    70.6597    287.749
   208.624    142.367    262.166
   174.783    92.8512    192.068
   4.13073    82.3656    273.361
