   phi1       Phi      phi2
36.7859   8.35108   344.272
120.217   36.1013   238.594
244.187   9.77132   111.726
166.389    24.756    194.16
113.412   26.2457   259.595
 245.48   39.9742    155.13
357.775    41.581   22.7035
 302.76   31.5606   98.5823
30.0401   29.0928   354.593
292.173   33.9208     31.75
154.287   35.3295   170.199
291.726   32.2872    31.979
287.986   30.2714   55.3305
198.788   42.8192   186.372
232.617   37.9553    170.31
26.1844   37.2951   3.29884
84.0097   34.1272   238.133
56.1581   40.6287   317.603
225.139    29.057   94.1064
64.3788   20.2382   336.988
74.3995   28.6507   313.437
115.307   23.3012   212.379
125.877   19.6517   218.896
 335.59   39.9093   3.78185
256.589   33.2432   129.236
311.859   32.2933   18.2834
 198.28    29.044   192.963
285.786   9.11387   76.2339
244.511   39.6968   151.436
 199.78   23.4337   165.305
132.284   39.1404   197.569
184.986   9.88009   180.684
285.405    33.183   93.5653
107.862   24.2993   234.263
292.614   34.2859   100.977
328.184   41.3465   20.2457
73.2742   4.35091   279.805
226.131   49.7371   114.503
263.098   44.8398   131.416
258.782   23.1987    141.87
32.1983    21.469   341.089
 137.04   12.4391    190.57
166.296   42.4035    178.96
235.487    32.465   156.426
14.5951   31.6424   328.547
64.4854    36.762    329.34
74.0201   25.7889   309.845
196.803   34.1122   153.607
152.037   26.3677   187.016
102.082   22.9327   220.955
292.358    21.169   42.6436
 274.01   21.9764   53.5225
5.01469   25.8457   358.508
212.304   40.1784   170.368
 123.66   33.5178   208.718
264.812   27.6631   112.328
233.486     36.43   166.105
246.977   44.2263   131.408
161.068    41.314   185.329
31.2185   43.9148   5.48775
32.0149   20.5724   338.194
251.211   28.5137   138.679
113.066   28.5536   263.233
215.382   23.7986   184.832
67.2566   20.2602   320.636
122.394   22.8836   192.053
56.2501    42.776   281.439
107.515   34.3117   286.724
251.777   30.2077   66.4016
 193.45   21.2597   125.236
245.486   32.0935   71.9378
275.869   19.4629   53.9724
240.686   43.1035   159.958
295.946   28.9793   21.5264
23.4657   6.67791   310.746
251.514   32.0829   130.059
137.035   33.1991   246.015
105.223   26.5984   220.646
302.008   25.0238   31.9942
45.2914   42.9521   323.258
28.4766   43.2496    344.27
91.4107   40.4641   310.068
157.141   8.08368   203.256
 64.278   34.1487   335.097
 133.53   46.5831   184.981
58.3983   38.0448   263.991
 236.96   18.9147   123.332
279.828   23.7839   125.382
298.701    17.727    54.942
270.701    32.616   105.808
112.773   23.8247   219.669
7.49068   39.1373  0.552418
48.9074   51.8801   341.146
252.886    43.546   149.807
241.043    36.372   159.126
66.5567   12.8703   311.332
75.5453   22.9339   327.723
286.849     28.25   34.0822
245.182   20.7992   97.2189
121.831   47.9201   214.874
257.516   27.2389   119.273
307.319   13.6665   29.2943
272.842   42.7202   80.7396
219.902   40.6685   103.563
94.3153   13.3155    227.88
286.519    20.816   110.127
245.725   34.7916    74.747
227.402   32.6885   158.768
93.3435   2.08483   245.087
235.921   44.2879   157.781
287.867    30.964   47.6918
32.6321   32.1586   3.05088
260.116   25.5065   136.296
117.005    26.477   214.344
253.224   16.2591   148.406
172.158   22.3909   182.154
116.617   44.0749   279.534
36.5851   33.7304    342.29
245.943   35.3161   135.226
63.4088   18.3404   329.425
317.063   39.1666   80.2777
359.169   37.8336 0.0984477
343.216   20.4782   355.691
295.929    45.919   35.6852
302.364   30.4833   102.582
328.498   40.2174    358.87
140.716   44.0561    210.24
252.709   23.6065   90.8974
264.259   29.7756   118.681
 148.02   44.0594   182.544
268.172    38.015   59.5342
26.3965   9.20882    343.48
196.616   40.6224   171.247
140.406   18.4812   207.547
62.5133   37.0312   260.551
228.979   38.9014   157.823
94.9584     39.81   257.557
84.2417    31.156   303.942
128.166   9.83524   221.241
105.209   30.7696   212.194
273.019   35.1216   124.217
67.5343   37.3866   325.557
182.411   31.2793   160.567
110.551   24.4303   277.414
128.166   22.7517   266.949
93.5777   41.9369   242.591
266.275   16.1151   125.109
188.046   36.3174   196.743
66.3048   23.6477   328.359
223.132   24.7895   153.937
179.977   40.7846   222.207
214.514   33.5755   160.442
146.421   33.1215   187.272
254.773   24.6841   65.5362
310.946   31.7183   34.6859
297.942   34.4314   97.5772
260.951   33.8834   113.347
 96.257   29.2018   220.337
196.696   38.4517   172.139
79.1996   22.2817   316.407
 281.46   8.66233   107.789
274.041   9.01742   58.9874
178.193   30.2737   197.425
309.485   19.6325   30.3097
100.028   34.9516   296.697
56.2602   27.2452   321.039
138.404   49.4221   199.687
342.958   42.9119   11.7467
251.115   21.5536     80.46
100.191   20.1864   300.519
102.823   39.5148   218.694
173.499   35.2246   190.073
223.814   36.1927   160.321
141.505    36.063   188.554
 237.25    51.575   140.626
207.932   34.2202   185.024
300.899   42.1923   93.9314
279.813   34.0752   105.447
287.136   29.4215   34.3919
279.502   23.5486   48.5578
141.884   21.8701   188.828
245.579   26.1871   154.528
216.939   18.9391   176.494
127.308   19.9827   192.849
293.927   23.1284   44.6239
248.571   19.1053   130.909
40.8385     18.58   352.491
323.959   28.3697   43.8054
316.256    43.949   20.0702
 214.43   11.0022    159.01
251.079   17.1841   139.257
245.991   47.3301   144.653
 138.11   34.4734   236.142
81.8401   14.9844   309.961
327.588   44.6876   359.029
201.107   33.3338   180.394
24.0386    31.241   2.91377
64.7909   33.9715   294.625
89.1144   15.5748    280.95
59.5909   18.6149   257.104
306.776   50.4226   28.7152
324.684   39.6814   351.833
 247.69      44.4    94.608
65.1915   39.3519   249.674
 255.71   23.9026   138.961
  298.8   31.4375   15.5372
97.7851   24.8516   220.094
59.9524   41.4399   261.966
246.259   25.0678   75.7468
299.558   39.5259   22.5099
192.756   35.3146   196.064
247.255   39.5011   72.3179
83.5018   32.1162   291.818
146.484    31.736   200.749
293.945   12.9788   98.1571
114.225   31.7621   278.895
223.894   27.5931    174.55
85.4036   12.5473   286.864
179.655   32.5969   160.194
298.053   19.5275   97.5813
350.897   45.2649   14.4684
321.271   30.1592   11.4808
328.659   38.2391   70.3833
260.113    21.591   111.795
308.509   39.8286   19.8063
306.551   28.0259   26.9795
359.552   43.8383   21.9899
158.233   39.5597   242.349
 238.73   32.7063   144.699
60.4257   35.2027   257.986
309.985   51.5866   24.7418
342.958    38.867   330.422
234.562   27.4248   88.2944
43.5877   36.8689   356.813
313.673   26.0112   17.3188
 274.85   16.3587   59.8677
  320.7   31.1182   18.4379
226.179   30.8511   150.294
114.796   16.9971   280.066
192.142    24.755   157.319
117.095   26.9289   221.837
97.1324   43.0897   236.414
  303.4   28.3432   22.2914
97.3986   34.8027   305.716
251.956   12.2808   119.307
105.264   31.4026   241.928
254.945   17.6229   135.756
275.849   30.9787    54.032
245.713   12.2895   148.735
254.975   37.6098   69.8498
131.004   23.8366   242.761
204.051   25.3587   188.149
137.131   32.3325   179.508
178.636    43.106   192.842
 114.71   31.8326   212.038
113.834   32.5884   208.116
93.3536    29.508   222.955
141.746   43.6977   191.373
 308.94   44.8183    12.167
350.475   36.4321   337.844
96.9739   21.8879   229.556
236.732   39.7668   80.6028
65.8665   22.9633   303.962
273.297   30.7716   50.8346
60.4207   39.2215   342.642
350.994   43.2297   336.761
254.573   2.88352   119.608
254.103   14.9907   150.646
290.763   16.7108   98.0605
247.419    31.563   142.322
74.2486   43.0299   328.218
69.1482   41.4513   327.332
2.10323   33.6107   2.79004
289.522   29.0996    90.918
223.591    48.299   160.731
 167.95   5.15451   198.374
47.2746   48.4968   343.738
84.0916   32.9375   250.916
71.9734   37.4857   324.568
214.975     43.54   178.386
335.718   31.5488   19.3109
251.169    40.884   149.361
137.353   45.9016   208.743
351.514   31.6204   9.51959
328.221   19.5323   359.791
326.595   23.7723   24.6943
184.864   42.0367   192.028
73.5878    29.393   313.678
198.791   41.9261   196.669
152.019   32.3722   173.654
293.773   28.9449    109.68
286.742    27.111   40.2102
 238.98   22.3886    136.28
297.126    15.403    98.371
160.812   28.9938   180.113
230.794    42.649   163.337
277.996   8.25776   89.3347
241.412   42.7781   102.206
275.561   29.2907   127.573
178.689   41.3325   176.534
338.512   37.7995   359.959
340.918   40.0367   342.318
91.7777   31.3102   308.486
75.9283   38.8647   309.855
113.887   40.7176   235.004
246.536   15.8628   101.875
329.222   19.8649    44.277
264.444   28.1997   56.2461
9.14508   28.8709   342.534
340.855    41.528   20.3344
101.819   36.7936   214.107
26.0815    33.309   12.4457
140.023   43.1705   186.712
 306.68   38.5167   27.3614
253.549   51.1004   136.702
101.583    20.936   229.759
333.075   50.0464   58.7647
312.995   35.5146   27.1317
311.882    39.474   18.3107
105.741   34.2344   262.433
62.8041   25.6223    322.55
257.177    20.162   118.081
162.179   8.26469   178.001
351.255   41.5968  0.914665
40.6901   32.3117    342.91
202.254   34.6017   175.915
269.568   26.2241   46.0052
200.536   49.4842   128.277
287.818   26.6312   34.9028
120.969   13.1755    215.24
36.8516   16.2709   356.745
206.145   32.2552   183.577
177.966   15.5852   177.771
289.281    36.823   42.5527
272.791    5.3368   101.768
315.137   26.6781   13.9784
256.701   37.3677   145.214
280.759   30.5037   42.8471
343.975   30.1388   5.17091
 255.26   9.87942   138.041
256.885   35.3645   56.6215
351.449   44.0591   8.71858
137.621   31.1344   257.177
343.651   32.9777   11.5453
100.223   13.0073   227.616
 215.36   38.9481   147.032
280.999   25.0008   34.5486
49.1151   24.9426   349.721
63.4785   22.7312   260.469
105.284    23.083   229.246
259.901    36.988   118.984
344.788   28.8256   1.67867
65.7755   43.0152   288.739
186.658   9.73078   176.872
127.496   16.6668   200.847
299.795   40.7075   17.1443
326.253   16.8317    58.443
241.161   32.8438   130.319
251.855    18.995   127.775
258.033   10.1994   91.1428
228.216   41.8857   153.759
244.903   15.3902   157.701
11.3254   39.3456   19.8839
259.562   26.2806   63.5928
307.286   11.4891   21.3447
266.016   12.0701   128.919
56.6691   20.7508   303.401
285.799   4.97736   75.6329
219.521   35.3551   97.2449
254.332   25.9183   65.0353
35.1887   28.2265   4.08359
25.2809    1.3492   348.623
252.235   40.9955   152.131
262.871   32.3515   134.262
229.036   22.6641   173.174
165.468    37.159   177.596
238.487   36.0785   77.7238
228.005   29.7413   168.405
356.028   27.7688    354.27
243.325   30.3068   160.049
149.205   29.9285   174.521
295.326   36.5562   98.1615
167.842   31.9017   196.235
1.36208   24.9678   2.41577
321.318   39.4778   354.866
 105.53   30.4715    236.13
208.689   41.8186   169.886
239.097   16.5616   156.012
30.2037   36.5224   348.661
30.5213   44.5227   8.24811
 302.14    31.546   26.7424
84.9221   11.5166   233.242
342.772   43.5959   6.56935
280.681    22.507   122.782
182.368   26.6902    176.72
40.7512   16.3321   342.792
96.2367   32.3543   221.576
13.4688   37.7484   346.247
250.693   36.7541     140.7
 166.38   40.6715   194.745
335.599   29.3942   352.237
256.714   35.6443   60.6867
90.1713   16.0439    302.59
268.527   16.3273   129.538
287.364   9.65005   54.9118
359.486   32.7855   1.12189
56.3335   5.12105   336.085
231.896   20.2267   139.493
31.7065   53.6425   297.678
190.035    39.971   172.046
124.846   27.7602   196.462
44.5698   37.1444   350.289
307.201   22.7396   20.2366
334.389   39.4695   6.81148
247.109   47.0032   132.866
195.147    36.967   177.719
253.746    21.864   72.4712
145.343   46.5937   190.578
203.929   25.0563   164.148
107.384   31.4264   217.534
247.417   51.0919   132.352
20.9761   41.6517   3.68201
346.285   34.1321   9.64276
251.191   32.8385   146.566
81.4769   36.8755   321.328
65.5931   29.0558    255.01
100.568   28.6337   215.138
274.269   24.3987   45.8057
61.8917   30.9027   310.071
41.9694   47.7854   347.954
