    phi1      Phi     phi2
 133.263  80.0307  147.135
 46.7047  105.852  248.528
 16.5906  129.319  354.487
 120.942  166.643  136.596
 146.931  122.978  105.379
 41.4712  69.7254  198.495
 152.735  68.4529  74.0226
 72.8705   143.04  57.1823
 28.8326  46.5728 0.392076
 212.716  116.105  76.5983
 29.2108  135.255  271.607
 83.6215  27.2312  138.175
 148.961  55.5797  261.569
 234.348  12.8894  229.822
 225.072  75.3179  207.206
 191.548  46.2281  359.781
 263.229  87.2937   200.45
 147.356  117.919  12.5728
 156.475  66.2861  334.064
 201.593    119.7   170.89
 332.426  58.0737  81.9627
 57.6388   31.392  156.511
 126.402  98.4789  301.717
 169.816  68.1738  355.627
 84.0178  153.842  130.163
 122.684  29.2769  113.021
 233.351  83.5643  37.1198
 180.625  130.096    269.1
 40.4504  159.592  18.2991
 80.3603  87.0211  33.5974
 304.204  82.2684  328.932
 136.168   49.424  356.667
 72.1689   28.357  146.508
 150.175  60.8044  350.434
 20.7659  125.201  260.094
 132.785  71.0118  163.728
 206.322  65.3677  279.787
 288.235  37.2888  133.287
 29.1768  110.833  248.684
 109.488  23.6732  135.562
 155.359  53.3496  358.882
  40.882  72.7603  198.899
 284.468  76.2611  257.347
 204.748   67.147  13.9213
0.367715  93.6998  270.116
 293.955  85.6622  325.568
 247.156  93.9364   51.673
 319.248   109.05  199.251
 32.3334  66.2102  14.7832
 121.487  47.9427  73.6247
  49.165  32.6806  71.6682
 55.9861   101.25  243.806
 113.826   75.401  345.506
 263.131  70.9758  271.193
 98.1224   28.446  305.648
 150.065  108.815  104.729
 50.5934   147.21  16.7815
 357.739  148.519  88.5504
 37.2938  69.7891  195.203
 245.632  98.3849  329.063
 218.885  72.6136  114.563
 347.036  135.649  89.9051
 283.834  91.6206  98.1625
 166.153  74.3056   344.99
 226.338  104.744  62.6986
 323.774  69.8047  76.3283
 213.409  128.401  356.236
 318.657  69.2893  157.225
 138.169  73.8865  339.059
  325.16  100.656  308.141
 147.843  61.4022  350.347
 80.2849  27.5634  139.636
 96.8859  28.9553  238.038
 298.579  84.2556  234.073
 196.017   20.526  82.8411
 198.276  107.987  234.743
 64.0286  114.441  81.6558
  119.62  140.522  325.731
 247.796  151.887  30.2597
 289.997  154.239  57.9636
 63.5181  30.9478  335.196
 219.012  112.595  344.985
 44.7509  75.8248  209.263
 316.397  72.7422  159.082
 52.9764  100.602  326.441
 185.846   70.106  4.04832
 298.201  110.636  199.382
 283.679   61.376  271.748
 240.396  34.2746  249.972
 327.252  67.2788   254.51
 96.8805  26.1626  308.789
 139.097  114.324  109.466
 326.793  120.949  101.347
 126.772  145.763  255.169
 346.254  142.651  178.419
 122.483  148.769  70.0007
 334.218  122.215  7.30177
 287.187  39.5457  334.227
 57.3175  4.96902   291.08
 242.974  32.6775  246.779
  198.99  175.719  198.939
 220.977  72.2769  288.872
 226.983  104.278  159.064
 100.526  93.9034  27.8434
 113.675  91.2687  313.463
 197.632  107.976  324.575
 203.878  80.4111  294.227
 203.506  38.5481  175.641
 292.185  27.4447  301.363
 199.599  59.6832  8.56332
 140.409  115.133  107.858
  241.15  98.7112  329.537
 300.083  148.479  75.3387
 301.895   49.678  249.681
 33.8248  105.479  248.277
 212.135  75.4716  111.188
 274.479  90.7899  333.643
  323.31  65.6967  255.452
 339.629  82.6575  246.236
 144.545  142.344  81.9002
 315.791  147.898  75.3357
 47.7367  148.635  107.395
 231.185  75.6021  203.099
 121.557  142.175  77.2743
 52.8381  75.6215  20.3579
 299.369  80.4336  149.824
 196.462  53.0385  94.8416
 330.727  117.431  10.2306
 35.4722  34.4663  257.135
 221.371  161.576  208.665
 155.291  59.2267  262.617
 335.169  127.138  276.405
 331.058  120.558  99.2872
 231.759  106.849  255.183
 264.505  153.331  224.019
 127.121   150.64  250.411
 79.4904  86.2198  205.768
 244.228   86.678  36.1067
 272.439    153.7  227.438
 235.447  79.0479  297.514
 170.346  40.9459  2.67217
 221.328  8.86559   53.023
 43.2459   72.457  109.926
 190.336  98.9564  260.864
 207.465  132.307  358.522
 19.4927  103.001  349.198
 175.376  73.4223  324.438
 357.548  45.0298   270.59
 265.551  27.5946  230.192
  149.19  116.193  101.588
 133.735  72.9766  153.181
 236.647  152.403  113.069
 203.583  61.8284  287.011
 257.176  11.4385  106.028
 23.3002  77.3288  287.388
 125.601  93.9467  126.058
 157.179  69.6621  147.382
 287.444  28.1773  300.915
 138.409  68.2396  341.525
 321.593  140.012  69.9009
 317.186  100.679  212.526
 241.778  30.1108  336.653
 94.3804   151.99  231.193
  18.378  53.3468  93.2324
 293.127  88.5948   229.05
 71.9983  131.042  44.5607
 148.487  59.9365  168.312
 345.545  68.4304  260.956
 167.383  36.8606  273.568
 230.066  85.3859  123.489
 82.2607  153.439   311.89
 217.793  54.6704  186.209
 81.0181  106.504  348.841
 206.764  60.2399  8.79327
 304.554  98.5955  123.171
 40.2846   108.13   159.57
 142.401  23.1111  202.945
 329.307  116.289  281.701
 207.398  65.8277  109.217
 79.9344  83.3933  116.355
 347.703  59.4315  84.2539
  300.17  77.1345  337.865
 229.155  56.4189  102.042
 149.173  109.277  284.773
 8.42737  133.223  88.1101
 184.508  116.122 0.197076
 359.699  92.9672  86.2954
  138.75  127.105  8.22219
 49.6127  43.1833  351.349
 212.281  121.043  256.511
 93.4764  156.557  253.485
 221.186    72.36  22.2091
 133.128  101.077  298.949
  210.66   124.77  78.3023
 37.5676  59.6719   191.76
 26.1656  65.5458  193.176
 316.905   107.91  22.1095
 167.283  112.999  8.24665
 353.999  20.3886  4.37861
  143.35  134.765  180.751
 41.6025  68.0682  289.544
 100.578  151.665  55.6392
 18.4385   122.69  350.458
 329.564  117.111  190.617
 305.507  80.0791  153.873
 145.137  66.6895  72.1337
 325.709  156.564   249.17
 45.2488  63.5387  111.191
 142.002  40.8056  5.19157
 20.2662  130.843  88.3967
 314.198  133.605  3.38424
 178.745  125.603  180.439
 101.461  26.8937  124.121
 142.061  69.3948  253.298
 43.0128  108.743  69.1438
 321.716  77.3908  336.487
 170.353  92.7548  118.385
 42.9589  108.527  246.288
 118.483  28.6005  275.847
  292.28  79.8773  78.1026
 147.796  143.322  352.706
 210.667  130.012  266.282
  196.83  101.326  76.2502
 213.548  65.9719  105.354
 59.2268  68.4612  303.298
   134.7  74.5457  337.051
 147.592  57.8973  348.596
 71.9929  88.5886  219.288
 25.6282  48.5566  2.61201
 70.8445  152.047   121.87
 208.014  77.2342  290.796
 201.423  10.3433  254.212
  49.626  105.221  246.607
 263.932  152.266  123.475
 41.5302  133.555  182.242
 171.801  19.8119  97.4914
 114.911  29.2482  25.9289
 176.428  125.982  240.381
 1.23297  113.417  1.37338
 247.748  31.3131  145.302
 185.393  95.6298  178.356
 221.379  48.6603  183.987
 34.0714  143.808  100.106
 99.2111  89.6668  45.2621
 212.889  113.566  166.169
 272.814  153.485  315.386
 237.152  97.5623  149.011
 13.3254  127.896  359.588
 276.905  86.6149   68.466
 226.137  76.1936  29.7353
 143.189  115.967  14.1777
 292.563  30.5518  296.886
 225.831  41.2331  354.807
 13.2032  81.0579  92.0247
 87.1694  138.957  64.4313
 129.366  161.852    44.31
 66.1068  77.8997  112.155
 308.869  64.8943  71.1408
 193.417  115.769  357.191
 230.277  80.2841   297.88
 235.642  94.2643  141.498
 312.991  107.957  113.835
 211.362  104.337  160.063
  292.58  26.1819  298.886
 232.014  170.378   134.42
 260.938  91.7786  145.269
 313.457  157.416  150.855
  91.948  151.966  135.776
 92.1217  88.3578  47.7743
 133.636  31.5474  107.087
 305.907  166.721  221.432
 90.1434  89.0871  22.7205
 38.6823  135.155  359.943
 218.304  68.7625  197.633
  117.98  162.159  233.648
 114.043  86.1845  323.242
