phi1  Phi phi2
142.320776	104.369596	128.661241
173.348661	12.227711	87.381906
-89.707528	97.026568	21.309147
-149.111011	143.177192	23.557481
127.641058	160.063497	135.366512
164.725604	67.378100	-60.003509
-106.698633	140.151626	-126.510111
5.550046	87.654034	2.247024
-142.882110	155.907441	-64.888404
153.139412	128.106571	-88.607798
166.510943	58.434178	-45.003267
-117.313953	56.900762	-143.255686
-63.536956	121.062849	130.386965
40.683244	127.828147	-19.771699
158.162036	36.795750	-14.697138
-173.271516	97.867163	97.751299
154.168453	99.796108	4.450304
-29.264527	56.995002	-122.342720
71.273355	125.965659	126.797897
66.972119	94.280454	72.034854
48.837567	90.585418	-83.386769
17.421615	116.645065	-59.964154
-24.743654	86.215397	-3.690457
-34.388435	95.959108	-178.679482
127.770472	93.518606	21.858458
150.412389	59.170020	134.352754
75.257539	96.145548	-161.255073
-82.455081	28.742293	-45.269619
-168.157901	20.455927	-134.518531
-36.375066	31.386279	-45.139400
82.922078	158.778716	44.575799
-169.020584	93.177656	141.418808
124.682417	143.913704	44.999983
-130.539807	54.002081	54.641799
-177.756850	57.130211	40.928424
17.944645	143.670864	-64.625446
-111.479534	17.623811	-97.179876
-42.939936	86.247906	176.331097
125.392381	115.233865	-118.172187
156.506000	35.840483	-29.100678
-46.236464	128.270697	-108.814266
97.156059	166.819957	1.940414
-49.660268	41.049044	45.395124
42.031117	137.528121	-54.117129
84.893458	134.043605	-40.207106
94.446802	25.442068	-45.224155
168.210503	137.173025	143.788571
-56.443975	122.394934	49.013154
99.919124	112.133058	-66.070872
172.111942	50.732450	-124.880183
-118.192851	131.939385	134.270993
-31.505068	85.256911	-3.826686
-65.361973	83.267367	-96.941332
-87.991943	130.543146	-39.262511
-159.062667	62.332385	-34.538458
47.323089	125.590812	-42.290502
81.448696	110.349152	62.642232
-126.797306	128.363461	-49.818346
-89.723727	47.164939	128.719650
-131.493912	51.609878	138.658854
111.914895	95.425725	109.671479
148.406711	15.826835	-174.361716
-137.346705	59.784004	-132.957836
55.832781	104.826646	-173.989451
163.131012	24.438626	-118.057914
-91.627383	152.363827	113.060364
-81.443518	117.223046	-62.983804
-6.336666	37.302661	-1.249669
-167.072740	115.851070	144.530752
-88.815222	119.620845	-10.794244
151.180021	144.289071	-97.322023
-87.829582	96.010869	-16.565894
-14.484917	165.042132	-162.371660
110.595905	74.999659	122.559539
-169.779799	43.563999	151.429311
101.394583	91.147854	-53.895682
176.731647	20.847839	134.393991
-2.849382	88.569066	-157.967882
-102.479832	125.726295	137.428019
-31.902578	68.789929	-45.476960
-29.226839	64.056202	-128.941930
-101.484530	122.126753	117.431040
145.846278	60.021034	-56.991263
-99.652716	152.057906	-135.208684
-126.195533	84.662419	-84.547566
120.882464	9.147052	45.647026
-167.571275	74.086441	118.721238
117.346814	117.847509	-47.399198
-86.187204	13.662980	-135.933229
144.494801	19.878323	-44.446715
-139.782297	116.433903	-33.940542
89.552233	110.512157	1.003471
100.141186	120.153567	-72.090923
109.429040	100.005042	94.959864
-147.962454	87.079791	-38.567912
6.014126	62.025808	-59.181215
15.108714	167.828035	135.802188
-70.661737	43.223191	24.857554
